 ལ  གནས་པ 						ལ 	གནས་པ 	-འི 	ཡོན་ཏན 	ཐུན་མོང 	མ་ཡིན་པ་ལ 	bstod tshogs ka_.txt	     ལ  གནས་པ  -འི  ཡོན་ཏན  ཐུན་མོང  མ་ཡིན་པ་ལ 
 ལ  སོགས་པ 						ལ 	སོགས་པ 	།_། 	ཉོན་མོངས 	རྣམས་ཀྱང 	དེ་བཞིན་ཏེ 	bstod tshogs ka_.txt	     ལ  སོགས་པ  །_།  ཉོན་མོངས  རྣམས་ཀྱང  དེ་བཞིན་ཏེ 
 ལ ོག་པ 	།_། 	ཡང 	དག 			ལ	ོག་པ 	-འང 	རང་ལས་ཅི 	།_། 	དངོས་གང 	bstod tshogs ka_.txt	།_།  ཡང  དག    ལ ོག་པ  -འང  རང་ལས་ཅི  །_།  དངོས་གང 
རང  ལ ས་མ 					རང 	ལ	ས་མ 	མཆིས་ན 	།_། 	དེ 	ཚེ 	bstod tshogs ka_.txt	    རང  ལ ས་མ  མཆིས་ན  །_།  དེ  ཚེ 
 ལ གས་ཏེ 	ཐམས་ཅད་ཅི་ཞིག་མཆིས 	།_། 	གཞན་ཞེས 	བརྗོད་པ་གང 		ལ	གས་ཏེ 	།_། 	རང་གི 	རང་བཞིན 	མེད་ན་མིན 	bstod tshogs ka_.txt	ཐམས་ཅད་ཅི་ཞིག་མཆིས  །_།  གཞན་ཞེས  བརྗོད་པ་གང   ལ གས་ཏེ  །_།  རང་གི  རང་བཞིན  མེད་ན་མིན 
 ལ གས 						ལ	གས 	།_། 	དེ 	སླད 	ཆོས 	bstod tshogs ka_.txt	     ལ གས  །_།  དེ  སླད  ཆོས 
 ལ ྡན 	རྣམས 	ཁྱོད་ཀྱིས་གསུངས 	།_། 	བློ 		ལ	ྡན 	ཁྱོད་ཀྱིས 	གཟུགས་ལ་སོགས 	།_། 	ངོ་བོ 	bstod tshogs ka_.txt	རྣམས  ཁྱོད་ཀྱིས་གསུངས  །_།  བློ   ལ ྡན  ཁྱོད་ཀྱིས  གཟུགས་ལ་སོགས  །_།  ངོ་བོ 
 ལ ་སོགས 						ལ	་སོགས 	།_། 	སྨིག 	རྒྱུ 	ཆུ་ཤིང 	bstod tshogs ka_.txt	     ལ ་སོགས  །_།  སྨིག  རྒྱུ  ཆུ་ཤིང 
 ལ གས 						ལ	གས 	།_། 	དབང་པོ 	རྣམས་ཀྱིས་གང 	དམིགས་དེ 	bstod tshogs ka_.txt	     ལ གས  །_།  དབང་པོ  རྣམས་ཀྱིས་གང  དམིགས་དེ 
 ལ ་ཏེ 						ལ	་ཏེ 	ཡང་དག 	མཆིས 	གྱུར་ན 	།_། 	bstod tshogs ka_.txt	     ལ ་ཏེ  ཡང་དག  མཆིས  གྱུར་ན  །_། 
_།_།  ལ ུང 	_།_། 	ཚད་མ 	ཉིད་ཀྱང 	མ་ཡིན་དང 	_།_། 	ལ	ུང 	མ 	བསྟན་པ 	ཉིད་དང་ནི 	།_། 	bstod tshogs ka_.txt	_།_།  ཚད་མ  ཉིད་ཀྱང  མ་ཡིན་དང  _།_།  ལ ུང  མ  བསྟན་པ  ཉིད་དང་ནི  །_། 
 ལ ོག 						ལ	ོག 	པར 	ཡོངས་ཤེས 	ཁྱོད་ཀྱིས་གསུངས 	།_། 	bstod tshogs ka_.txt	     ལ ོག  པར  ཡོངས་ཤེས  ཁྱོད་ཀྱིས་གསུངས  །_། 
 ལ ྟ 						ལ	ྟ 	།_། 	མེད 	ཅེས་པ་ནི 	ཆད་པ 	bstod tshogs ka_.txt	     ལ ྟ  །_།  མེད  ཅེས་པ་ནི  ཆད་པ 
 ལ ྟ 						ལ	ྟ 	།_། 	དེས་ན 	མཐའ་གཉིས 	བྲལ་བ་ཡི 	bstod tshogs ka_.txt	     ལ ྟ  །_།  དེས་ན  མཐའ་གཉིས  བྲལ་བ་ཡི 
 ལ ་བ 						ལ	་བ 	-ར 	ཁྱོད་ཀྱིས 	བཀའ 	སྩལ་ལགས 	bstod tshogs ka_.txt	     ལ ་བ  -ར  ཁྱོད་ཀྱིས  བཀའ  སྩལ་ལགས 
མ  ལ གས་ལ 	རྣམ 	ཤེས་བྱ 	བ 	-འང 	མ 	ལ	གས་ལ 	།_། 	རྨི་ལམ 	མིག་འཕྲུལ་ལས 	བྱུང་དང 	bstod tshogs ka_.txt	རྣམ  ཤེས་བྱ  བ  -འང  མ  ལ གས་ལ  །_།  རྨི་ལམ  མིག་འཕྲུལ་ལས  བྱུང་དང 
 ལ  སོགས 						ལ 	སོགས 	མཐོང་བ་བཞིན 	།_། 	འགྲོ་བ 	འབྱུང་བ་དེ 	bstod tshogs ka_.txt	     ལ  སོགས  མཐོང་བ་བཞིན  །_།  འགྲོ་བ  འབྱུང་བ་དེ 
ཇི  ལ ྟར 	བྱུང 	དེ་བཞིན 	ཁྱོད་ཀྱིས་གཟིགས 	།_། 	ཇི 	ལ	ྟར 	རྒྱུ་ལ 	-ས 	རྨི་ལམ་ན 	།_། 	bstod tshogs ka_.txt	བྱུང  དེ་བཞིན  ཁྱོད་ཀྱིས་གཟིགས  །_།  ཇི  ལ ྟར  རྒྱུ་ལ  -ས  རྨི་ལམ་ན  །_། 
 ལ གས 						ལ	གས 	།_། 	དེ 	བཞིན 	ཆགས 	bstod tshogs ka_.txt	     ལ གས  །_།  དེ  བཞིན  ཆགས 
 ལ ་དང 						ལ	་དང 	_།_། 	འཁོར་བ 	སྡུག་བསྔལ 	ཀུན 	bstod tshogs ka_.txt	     ལ ་དང  _།_།  འཁོར་བ  སྡུག་བསྔལ  ཀུན 
 ལ མ 						ལ	མ 	འདྲ་བ 	-ར 	ཁྱོད་ཀྱིས་གསུངས 	།_། 	bstod tshogs ka_.txt	     ལ མ  འདྲ་བ  -ར  ཁྱོད་ཀྱིས་གསུངས  །_། 
 ལ  ཡེ་ཤེས་ལ 						ལ 	ཡེ་ཤེས་ལ 	།_། 	གཉིས 	འདོད 	ཡང་དག 	bstod tshogs ka_.txt	     ལ  ཡེ་ཤེས་ལ  །_།  གཉིས  འདོད  ཡང་དག 
 ལ གས 						ལ	གས 	།_། 	གང་ལས 	སྐྱེས་པ 	ཡོད 	bstod tshogs ka_.txt	     ལ གས  །_།  གང་ལས  སྐྱེས་པ  ཡོད 
 ལ གས 						ལ	གས 	།_། 	དེ་ལ 	མྱ་ངན 	འདས་གང་ཡོད 	bstod tshogs ka_.txt	     ལ གས  །_།  དེ་ལ  མྱ་ངན  འདས་གང་ཡོད 
 ལ གས 						ལ	གས 	།_། 	འཇིག 	རྟེན 	མགོན་པོ 	bstod tshogs ka_.txt	     ལ གས  །_།  འཇིག  རྟེན  མགོན་པོ 
 ལ  །_། 						ལ 	།_། 	ཐུབ་ཆེན་གང 	ཕྱིར 	སེམས་ཅན་རྣམས 	།_། 	bstod tshogs ka_.txt	     ལ  །_།  ཐུབ་ཆེན་གང  ཕྱིར  སེམས་ཅན་རྣམས  །_། 
རང  ལ ས་མ 					རང 	ལ	ས་མ 	སྐྱེས་དེ་ཡི་ཕྱིར 	།_། 	གང་ཡང་གང་གིས 	མ 	bstod tshogs ka_.txt	    རང  ལ ས་མ  སྐྱེས་དེ་ཡི་ཕྱིར  །_།  གང་ཡང་གང་གིས  མ 
 ལ ་ཞེས 						ལ	་ཞེས 	།_། 	དེ 	སྐད 	ཁྱོད་ཀྱིས 	bstod tshogs ka_.txt	     ལ ་ཞེས  །_།  དེ  སྐད  ཁྱོད་ཀྱིས 
 ལ ྟར 	གསལ་བ 	-ར་གསུངས 	།_། 	ཇི 		ལ	ྟར 	སྒྱུ་མ 	མཁན་གྱིས་བྱས 	།_། 	དངོས་པོ 	bstod tshogs ka_.txt	གསལ་བ  -ར་གསུངས  །_།  ཇི   ལ ྟར  སྒྱུ་མ  མཁན་གྱིས་བྱས  །_།  དངོས་པོ 
 ལ གས 						ལ	གས 	།_། 	ཡང་ན་དེ་ཡི 	བྱ་བ་བྱེད 	།_། 	bstod tshogs ka_.txt	     ལ གས  །_།  ཡང་ན་དེ་ཡི  བྱ་བ་བྱེད  །_། 
 ལ ་བ 						ལ	་བ 	-ར་འགྱུར 	།_། 	འདི 	དག 	bstod tshogs ka_.txt	     ལ ་བ  -ར་འགྱུར  །_།  འདི  དག 
 ལ ས་ནི 						ལ	ས་ནི 	གཞན 	གྱུར་པ 	།_། 	བརྗོད 	bstod tshogs ka_.txt	     ལ ས་ནི  གཞན  གྱུར་པ  །_།  བརྗོད 
།_།  ལ  ལ 	།_། 	དངོས་དང 	དངོས་མེད་གཉིས 	འདས་པ 	།_། 	ལ 	ལ 	-ར 	མ 	འདས་པ་ཡང་ལགས 	།_། 	bstod tshogs ka_.txt	།_།  དངོས་དང  དངོས་མེད་གཉིས  འདས་པ  །_།  ལ  ལ  -ར  མ  འདས་པ་ཡང་ལགས  །_། 
མིན་གང  ལ གས་དང 	།_། 	མེད 	མིན 	ཡོད 	མིན་གང 	ལ	གས་དང 	_།_། 	གང་ཡང 	གཅིག 	མིན 	bstod tshogs ka_.txt	།_།  མེད  མིན  ཡོད  མིན་གང  ལ གས་དང  _།_།  གང་ཡང  གཅིག  མིན 
 ལ ་དང 						ལ	་དང 	_།_། 	བསམ 	མི 	ཁྱབ་དང 	bstod tshogs ka_.txt	     ལ ་དང  _།_།  བསམ  མི  ཁྱབ་དང 
 ལ གས 						ལ	གས 	།_། 	ཡི་གེ 	ཡེ་ཤེས 	སྤྱོད་ཡུལ་མིན 	bstod tshogs ka_.txt	     ལ གས  །_།  ཡི་གེ  ཡེ་ཤེས  སྤྱོད་ཡུལ་མིན 
 ལ  པར 						ལ 	པར 	འབྱུང 	།_། 	དེ་ནི 	སྟོང་པ 	bstod tshogs ka_.txt	     ལ  པར  འབྱུང  །_།  དེ་ནི  སྟོང་པ 
 ལ གས 						ལ	གས 	།_། 	དམ་པ 	-འི 	ཆོས་ཀྱང 	bstod tshogs ka_.txt	     ལ གས  །_།  དམ་པ  -འི  ཆོས་ཀྱང 
 ལ ྟ་བུ 						ལ	ྟ་བུ 	།_། 	དེ 	བཞིན 	གཤེགས་པ 	bstod tshogs ka_.txt	     ལ ྟ་བུ  །_།  དེ  བཞིན  གཤེགས་པ 
 ལ གས 						ལ	གས 	།_། 	དངོས་པོ 	རྣམས་ལས 	སྟོང 	bstod tshogs ka_.txt	     ལ གས  །_།  དངོས་པོ  རྣམས་ལས  སྟོང 
སྟོང་པ  ལ གས 	རྟེན་ཅིང 	འབྱུང་བ 	-འི་དངོས 	།_། 	སྟོང་པ 	ལ	གས 	པར 	ཁྱོད་ཀྱིས་བསྟན 	།_། 	རྒྱུ་དང 	bstod tshogs ka_.txt	རྟེན་ཅིང  འབྱུང་བ  -འི་དངོས  །_།  སྟོང་པ  ལ གས  པར  ཁྱོད་ཀྱིས་བསྟན  །_།  རྒྱུ་དང 
 ལ ས 						ལ	ས 	བྱུང་བ 	-འང་ལགས 	།_། 	གཞན་གྱི 	bstod tshogs ka_.txt	     ལ ས  བྱུང་བ  -འང་ལགས  །_།  གཞན་གྱི 
 ལ ས 						ལ	ས 	ཀུན་རྫོབ་སྟེ 	།_། 	གཞན་གྱི 	དབང་ཞེས 	bstod tshogs ka_.txt	     ལ ས  ཀུན་རྫོབ་སྟེ  །_།  གཞན་གྱི  དབང་ཞེས 
 ལ གས 						ལ	གས 	།_། 	བརྟགས་པ 	-འི 	དངོས་པོ 	bstod tshogs ka_.txt	     ལ གས  །_།  བརྟགས་པ  -འི  དངོས་པོ 
 ལ གས 						ལ	གས 	།_། 	བརྟགས་པ 	-འི 	དངོས་པོ 	bstod tshogs ka_.txt	     ལ གས  །_།  བརྟགས་པ  -འི  དངོས་པོ 
 ལ གས 	ཡོད་ཅེས་པ 	།_། 	སྒྲོ 	འདོགས 		ལ	གས 	པར 	ཁྱོད་ཀྱིས་གསུངས 	།_། 	བྱས་པ 	bstod tshogs ka_.txt	ཡོད་ཅེས་པ  །_།  སྒྲོ  འདོགས   ལ གས  པར  ཁྱོད་ཀྱིས་གསུངས  །_།  བྱས་པ 
 ལ གས 	ཆད་ནས 	མེད་ཅེས་པ 	།_། 	ཆད་པ 		ལ	གས 	པར 	ཁྱོད་ཀྱིས་གསུངས 	།_། 	ཡང 	bstod tshogs ka_.txt	ཆད་ནས  མེད་ཅེས་པ  །_།  ཆད་པ   ལ གས  པར  ཁྱོད་ཀྱིས་གསུངས  །_།  ཡང 
 ལ གས 						ལ	གས 	།_། 	དེ 	སླད 	སྨིག 	bstod tshogs ka_.txt	     ལ གས  །_།  དེ  སླད  སྨིག 
ཇི  ལ ྟར 	རྒྱུ 	འདྲ་བ 	-ར་བཞེད 	།_། 	ཇི 	ལ	ྟར 	རི 	དགས 	སྐོམ 	ཆུ་ནི 	bstod tshogs ka_.txt	རྒྱུ  འདྲ་བ  -ར་བཞེད  །_།  ཇི  ལ ྟར  རི  དགས  སྐོམ  ཆུ་ནི 
གང  ལ ་རྫས་ཤིག 	རྟག་པ 	མེད་པ 	-ར་གསུངས 	།_། 	གང 	ལ	་རྫས་ཤིག 	སྐྱེ 	འགྱུར་བ 	།_། 	དེ་ལ 	bstod tshogs ka_.txt	རྟག་པ  མེད་པ  -ར་གསུངས  །_།  གང  ལ ་རྫས་ཤིག  སྐྱེ  འགྱུར་བ  །_།  དེ་ལ 
 ལ  འཇིག་རྟེན 						ལ 	འཇིག་རྟེན 	མཐའ 	ཡོད་དང 	_།_། 	མཐའ་མེད 	bstod tshogs ka_.txt	     ལ  འཇིག་རྟེན  མཐའ  ཡོད་དང  _།_།  མཐའ་མེད 
 ལ གས 						ལ	གས 	།_། 	ཤེས་པ 	ཡོད་པ 	-ས 	bstod tshogs ka_.txt	     ལ གས  །_།  ཤེས་པ  ཡོད་པ  -ས 
དེ  ལ ྟར 	།_། 	རྟོགས་པ་དེ 	ཚེ་ཅི་ཞིག་ཡོད 	།_། 	དེ 	ལ	ྟར 	སྒྱུ་མ་ལ 	སོགས་དཔེ 	།_། 	སྨན་པ 	bstod tshogs ka_.txt	།_།  རྟོགས་པ་དེ  ཚེ་ཅི་ཞིག་ཡོད  །_།  དེ  ལ ྟར  སྒྱུ་མ་ལ  སོགས་དཔེ  །_།  སྨན་པ 
།_།  ལ ྟ་བ 	-འི 	མཆོག་གིས 	གསལ 	བསྟན་ནས 	།_། 	ལ	ྟ་བ 	ཐམས་ཅད 	འགོག 	བྱེད་པའི 	།_། 	bstod tshogs ka_.txt	-འི  མཆོག་གིས  གསལ  བསྟན་ནས  །_།  ལ ྟ་བ  ཐམས་ཅད  འགོག  བྱེད་པའི  །_། 
 ལ གས 						ལ	གས 	།_། 	ངོ་བོ 	མེད་པ 	ཉིད 	bstod tshogs ka_.txt	     ལ གས  །_།  ངོ་བོ  མེད་པ  ཉིད 
 ལ གས 						ལ	གས 	།_། 	དངོས་པོ 	-འི 	གདོན་གྱིས 	bstod tshogs ka_.txt	     ལ གས  །_།  དངོས་པོ  -འི  གདོན་གྱིས 
 ལ གས 						ལ	གས 	།_། 	ངོ་བོ 	ཉིད 	མེད 	bstod tshogs ka_.txt	     ལ གས  །_།  ངོ་བོ  ཉིད  མེད 
 ལ གས 						ལ	གས 	།_། 	སངས 	རྒྱས 	བསྟན་པ 	bstod tshogs ka_.txt	     ལ གས  །_།  སངས  རྒྱས  བསྟན་པ 
 ལ གས 						ལ	གས 	།_། 	ཆོས 	རྣམས 	ཀུན་གྱི 	bstod tshogs ka_.txt	     ལ གས  །_།  ཆོས  རྣམས  ཀུན་གྱི 
 ལ ་སོགས 						ལ	་སོགས 	།_། 	སེམས 	ཅན 	སྲོག་ལ 	bstod tshogs ka_.txt	     ལ ་སོགས  །_།  སེམས  ཅན  སྲོག་ལ 
 ལ གས 						ལ	གས 	།_། 	ཤེས 	རབ 	ཕ་རོལ 	bstod tshogs ka_.txt	     ལ གས  །_།  ཤེས  རབ  ཕ་རོལ 
 ལ ་གང་གིས 						ལ	་གང་གིས 	རང 	ཕྱིན་ཏེ 	།_། 	བསོད 	bstod tshogs ka_.txt	     ལ ་གང་གིས  རང  ཕྱིན་ཏེ  །_།  བསོད 
དེ  ལ ྟར 	ཁྱོད 	ཡོན་ཏན 	ཕ་རོལ་ཕྱིན 	།_། 	དེ 	ལ	ྟར 	དཔེ་མེད 	བསམ 	མི་ཁྱབ 	།_། 	bstod tshogs ka_.txt	ཁྱོད  ཡོན་ཏན  ཕ་རོལ་ཕྱིན  །_།  དེ  ལ ྟར  དཔེ་མེད  བསམ  མི་ཁྱབ  །_། 
 ལ ་སྔ་ནས 						ལ	་སྔ་ནས 	མཛད་པ 	རྫོགས་སོ 	།།_།།༄༅།_། 	བསྟོད་པ་ལས 	bstod tshogs ka_.txt	     ལ ་སྔ་ནས  མཛད་པ  རྫོགས་སོ  །།_།།༄༅།_།  བསྟོད་པ་ལས 
 ལ ས 						ལ	ས 	འདས་པ 	-ར 	བསྟོད་པ 	།_ 	bstod tshogs ka_.txt	     ལ ས  འདས་པ  -ར  བསྟོད་པ  །_ 
 ལ ་གཞོན 						ལ	་གཞོན 	ནུར 	གྱུར་པ་ལ 	ཕྱག 	འཚལ་ལོ 	bstod tshogs ka_.txt	     ལ ་གཞོན  ནུར  གྱུར་པ་ལ  ཕྱག  འཚལ་ལོ 
 ལ མ་ལས 						ལ	མ་ལས 	གཤེགས་པ་ཡི 	།_། 	དེ 	བཞིན 	bstod tshogs ka_.txt	     ལ མ་ལས  གཤེགས་པ་ཡི  །_།  དེ  བཞིན 
 ལ ས 						ལ	ས 	།_། 	རྣམ 	པར 	དབེན་པ 	bstod tshogs ka_.txt	     ལ ས  །_།  རྣམ  པར  དབེན་པ 
མ  ལ ོག་པ་ནི 	ཁྱོད་ཀྱི 	ཐུགས་རྗེ 	སེམས་ཅན་ལས 	།_། 	མ 	ལ	ོག་པ་ནི 	ངོ་མཚར་ལགས 	།_། 	ངོ་བོ 	ཉིད་ཀྱིས 	bstod tshogs ka_.txt	ཁྱོད་ཀྱི  ཐུགས་རྗེ  སེམས་ཅན་ལས  །_།  མ  ལ ོག་པ་ནི  ངོ་མཚར་ལགས  །_།  ངོ་བོ  ཉིད་ཀྱིས 
 ལ ས 						ལ	ས 	འདས་པ 	-འི 	སྤྱོད་ཡུལ་གྱི 	།_། 	bstod tshogs ka_.txt	     ལ ས  འདས་པ  -འི  སྤྱོད་ཡུལ་གྱི  །_། 
 ལ གས 						ལ	གས 	།_། 	ཕུང་པོ 	ཁམས་དང 	སྐྱེ་མཆེད་རྣམས 	bstod tshogs ka_.txt	     ལ གས  །_།  ཕུང་པོ  ཁམས་དང  སྐྱེ་མཆེད་རྣམས 
མཛད  ལ གས་ཀྱང 	།_། 	ཁྱོད་ཀྱིས 	བསྒྲགས་པ 	-ར 	མཛད 	ལ	གས་ཀྱང 	།_། 	དེ 	དག 	ཡོངས་སུ 	bstod tshogs ka_.txt	།_།  ཁྱོད་ཀྱིས  བསྒྲགས་པ  -ར  མཛད  ལ གས་ཀྱང  །_།  དེ  དག  ཡོངས་སུ 
 ལ ས་དེ 						ལ	ས་དེ 	མ་མཆིས 	།_། 	དངོས 	རྣམས 	bstod tshogs ka_.txt	     ལ ས་དེ  མ་མཆིས  །_།  དངོས  རྣམས 
 ལ ས 						ལ	ས 	ཇི་ལྟར་སྐྱེ 	།_། 	དེ 	སྐད 	bstod tshogs ka_.txt	     ལ ས  ཇི་ལྟར་སྐྱེ  །_།  དེ  སྐད 
 ལ གས 						ལ	གས 	།_། 	གང 	དག 	ཚོགས་ལས 	bstod tshogs ka_.txt	     ལ གས  །_།  གང  དག  ཚོགས་ལས 
 ལ  -ས 						ལ 	-ས 	འབྱུང 	མཐོང་བ 	།_། 	དེ 	bstod tshogs ka_.txt	     ལ  -ས  འབྱུང  མཐོང་བ  །_།  དེ 
 ལ གས 						ལ	གས 	།_། 	དངོས་པོ 	རྐྱེན་ལ 	བརྟེན 	bstod tshogs ka_.txt	     ལ གས  །_།  དངོས་པོ  རྐྱེན་ལ  བརྟེན 
དེ  ལ ྟར 	ཁྱོད་ནི 	ཤིན་ཏུ 	བཞེད་པ་ལགས 	།_། 	དེ 	ལ	ྟར 	བྱས་པ 	-འི 	སྐྱོན 	ལགས་པར 	bstod tshogs ka_.txt	ཁྱོད་ནི  ཤིན་ཏུ  བཞེད་པ་ལགས  །_།  དེ  ལ ྟར  བྱས་པ  -འི  སྐྱོན  ལགས་པར 
 ལ ྟར 	།_། 	འདི 				ལ	ྟར 	སྟོན་པ 	ཁྱོད་ཀྱིས་གཟིགས 	།_། 	གང་ནས་ཀྱང་ནི 	bstod tshogs ka_.txt	།_།  འདི     ལ ྟར  སྟོན་པ  ཁྱོད་ཀྱིས་གཟིགས  །_།  གང་ནས་ཀྱང་ནི 
 ལ གས 						ལ	གས 	།_། 	གང་དུ་ཡང་ནི 	མཆིས 	མ་ལགས 	bstod tshogs ka_.txt	     ལ གས  །_།  གང་དུ་ཡང་ནི  མཆིས  མ་ལགས 
།_།  ལ ྟ་བ 	མཚུངས 	པར 	ཁྱེད་ནི 	བཞེད་པ་ལགས 	།_། 	ལ	ྟ་བ 	ཐམས་ཅད 	སྤང་བ 	-འི་ཕྱིར 	།_། 	bstod tshogs ka_.txt	མཚུངས  པར  ཁྱེད་ནི  བཞེད་པ་ལགས  །_།  ལ ྟ་བ  ཐམས་ཅད  སྤང་བ  -འི་ཕྱིར  །_། 
 ལ གས 						ལ	གས 	།_། 	གཉིས 	ཀར 	ཁྱོད 	bstod tshogs ka_.txt	     ལ གས  །_།  གཉིས  ཀར  ཁྱོད 
 ལ གས་ཏེ 	དགྱེས 	མ 				ལ	གས་ཏེ 	།_། 	དེ་ལ 	རྩོད་པ 	མ 	bstod tshogs ka_.txt	དགྱེས  མ     ལ གས་ཏེ  །_།  དེ་ལ  རྩོད་པ  མ 
 ལ གས 						ལ	གས 	།_། 	གཞན 	མིན 	དངོས་པོ 	bstod tshogs ka_.txt	     ལ གས  །_།  གཞན  མིན  དངོས་པོ 
ཇི  ལ ྟ་བུ 	ཉིད 	སྤངས་པ 	-ས་ན 	།_། 	ཇི 	ལ	ྟ་བུ 	-ར་ཡང 	དངོས 	མ་མཆིས 	།_། 	bstod tshogs ka_.txt	ཉིད  སྤངས་པ  -ས་ན  །_།  ཇི  ལ ྟ་བུ  -ར་ཡང  དངོས  མ་མཆིས  །_། 
 ལ ་ཏེ 						ལ	་ཏེ 	སྐྱེ 	སོགས་གསུམ 	མཆིས་ན 	།_། 	bstod tshogs ka_.txt	     ལ ་ཏེ  སྐྱེ  སོགས་གསུམ  མཆིས་ན  །_། 
 ལ ་སོགས 						ལ	་སོགས 	།_། 	གསུམ་པ 	ཐ 	དད 	bstod tshogs ka_.txt	     ལ ་སོགས  །_།  གསུམ་པ  ཐ  དད 
 ལ གས 						ལ	གས 	།_། 	སྐྱེ 	སོགས་གསུམ་པོ་སོ་སོ་ནི 	།_། 	bstod tshogs ka_.txt	     ལ གས  །_།  སྐྱེ  སོགས་གསུམ་པོ་སོ་སོ་ནི  །_། 
 ལ ས་ལ 						ལ	ས་ལ 	ནུས 	མ་ལགས 	།_། 	གཅིག་ལ 	bstod tshogs ka_.txt	     ལ ས་ལ  ནུས  མ་ལགས  །_།  གཅིག་ལ 
དེ  ལ ྟར 	པར་ཡང་ནི 	མཆིས 	མ་ལགས 	།_། 	དེ 	ལ	ྟར 	མཚན་གཞི 	མཚན་མ་མཆིས 	།_། 	དེ 	bstod tshogs ka_.txt	པར་ཡང་ནི  མཆིས  མ་ལགས  །_།  དེ  ལ ྟར  མཚན་གཞི  མཚན་མ་མཆིས  །_།  དེ 
 ལ གས་པས 	ལྟར 	གྲུབ་པ 	མ 			ལ	གས་པས 	།_། 	འདུས 	བྱས 	གྲུབ་པ 	bstod tshogs ka_.txt	ལྟར  གྲུབ་པ  མ    ལ གས་པས  །_།  འདུས  བྱས  གྲུབ་པ 
མ  ལ གས་ན 					མ 	ལ	གས་ན 	།_། 	འདུས 	མ 	བྱས 	bstod tshogs ka_.txt	    མ  ལ གས་ན  །_།  འདུས  མ  བྱས 
 ལ ྟ 						ལ	ྟ 	ག་ལ་གྲུབ 	།_། 	སྨྲ 	བ 	bstod tshogs ka_.txt	     ལ ྟ  ག་ལ་གྲུབ  །_།  སྨྲ  བ 
།_།  ལ མ 	རྒྱགས་པ 	བསལ་བ 	-ར 	གྱུར་པ་བཞིན 	།_། 	ལ	མ 	ཞུགས 	གནོད་པ 	སྣ་ཚོགས་དང 	།_། 	bstod tshogs ka_.txt	རྒྱགས་པ  བསལ་བ  -ར  གྱུར་པ་བཞིན  །_།  ལ མ  ཞུགས  གནོད་པ  སྣ་ཚོགས་དང  །_། 
 ལ མ་ངན 	ལྟ 	བ 	-འི 			ལ	མ་ངན 	མི 	རྟེན་ལྟར 	།_། 	ཁྱོད་ལ 	bstod tshogs ka_.txt	ལྟ  བ  -འི    ལ མ་ངན  མི  རྟེན་ལྟར  །_།  ཁྱོད་ལ 
ཉིད  ལ  -འང 	བརྟེན་ནས 	ཡོད་པ་དང 	།_། 	མེད་པ 	ཉིད 	ལ 	-འང 	རྟེན 	མ་ལགས 	།_། 	ཁྱོད་ཀྱིས 	bstod tshogs ka_.txt	བརྟེན་ནས  ཡོད་པ་དང  །_།  མེད་པ  ཉིད  ལ  -འང  རྟེན  མ་ལགས  །_།  ཁྱོད་ཀྱིས 
 ལ ྟར་རྟོགས 						ལ	ྟར་རྟོགས 	།_། 	དེ 	དག 	ཁྱོད་ཀྱིས 	bstod tshogs ka_.txt	     ལ ྟར་རྟོགས  །_།  དེ  དག  ཁྱོད་ཀྱིས 
 ལ  །_། 						ལ 	།_། 	དངོས 	ཀུན 	མྱ་ངན 	འདས 	bstod tshogs ka_.txt	     ལ  །_།  དངོས  ཀུན  མྱ་ངན  འདས 
 ལ ྟར་གང་གིས 	མཚུངས་པར 	།_། 	དེ 			ལ	ྟར་གང་གིས 	རྣམ་ཤེས་པ 	།_། 	དེ 	ཚེ་དེ་ལ་ཇི 	bstod tshogs ka_.txt	མཚུངས་པར  །_།  དེ    ལ ྟར་གང་གིས  རྣམ་ཤེས་པ  །_།  དེ  ཚེ་དེ་ལ་ཇི 
 ལ ྟ་བུར 						ལ	ྟ་བུར 	།_། 	ངར 	འཛིན 	ཀུན་དུ 	bstod tshogs ka_.txt	     ལ ྟ་བུར  །_།  ངར  འཛིན  ཀུན་དུ 
 ལ ྟར 	འབྱུང་བ 	-ར་འགྱུར 	།_། 	དེ 		ལ	ྟར 	ཡང་དག 	རིག་པ 	-འི་མཆོག 	_། 	bstod tshogs ka_.txt	འབྱུང་བ  -ར་འགྱུར  །_།  དེ   ལ ྟར  ཡང་དག  རིག་པ  -འི་མཆོག  _། 
 ལ ས 						ལ	ས 	འདས་པ 	-ར 	བསྟོད་པ 	སློབ་དཔོན 	bstod tshogs ka_.txt	     ལ ས  འདས་པ  -ར  བསྟོད་པ  སློབ་དཔོན 
 ལ ་སྔ་ནས 						ལ	་སྔ་ནས 	མཛད་པ 	རྫོགས་སོ 	།།_།།༄༅།_། 	བླ་ན 	bstod tshogs ka_.txt	     ལ ་སྔ་ནས  མཛད་པ  རྫོགས་སོ  །།_།།༄༅།_།  བླ་ན 
 ལ ་གཞོན 						ལ	་གཞོན 	ནུར 	གྱུར་པ་ལ 	ཕྱག 	འཚལ་ལོ 	bstod tshogs ka_.txt	     ལ ་གཞོན  ནུར  གྱུར་པ་ལ  ཕྱག  འཚལ་ལོ 
 ལ  ཕ་རོལ་སྤངས 						ལ 	ཕ་རོལ་སྤངས 	།_། 	ཤེས 	བྱ 	-འི 	bstod tshogs ka_.txt	     ལ  ཕ་རོལ་སྤངས  །_།  ཤེས  བྱ  -འི 
