བྲལ་བ  -ར  དགོངས་པ་ཅན 	ཐུགས 	བརྩེ་བ 	།_། 	ཕྲད་དང 	བྲལ་བ 	-ར 	དགོངས་པ་ཅན 	།_། 	མི 	འབྲལ 	དགོངས་ཤིང 	bstod tshogs ka_.txt	ཐུགས  བརྩེ་བ  །_།  ཕྲད་དང  བྲལ་བ  -ར  དགོངས་པ་ཅན  །_།  མི  འབྲལ  དགོངས་ཤིང 
ལེན་པ  -ར  མི 	དག་ལ་ནི་སོ 	སོར་རྟོག་པ་སྔོན་དུ 	གཏོང་བ 	དག 	ལེན་པ 	-ར 	མི 	འགྱུར་རོ 	།_། 	དེའི 	ཕྱིར 	bstod tshogs ka_.txt	དག་ལ་ནི་སོ  སོར་རྟོག་པ་སྔོན་དུ  གཏོང་བ  དག  ལེན་པ  -ར  མི  འགྱུར་རོ  །_།  དེའི  ཕྱིར 
 -ར  འགྱུར་ཞེས 	འདི 	-ར་ཅི་ཞིག 	འཆད་པ 			-ར 	འགྱུར་ཞེས 	འདི་ལ 	ཡང་དག 	པར 	རྨོངས་པ 	bstod tshogs ka_.txt	འདི  -ར་ཅི་ཞིག  འཆད་པ    -ར  འགྱུར་ཞེས  འདི་ལ  ཡང་དག  པར  རྨོངས་པ 
 -ར  བྱ་བ 	དག 	དྲན་པ 	འཇུག་པ 			-ར 	བྱ་བ 	-འི 	ཕྱིར 	བརྗོད་པ 	-ར 	bstod tshogs ka_.txt	དག  དྲན་པ  འཇུག་པ    -ར  བྱ་བ  -འི  ཕྱིར  བརྗོད་པ  -ར 
ངེས་པ  -ར  འཇུག་པ 	དོན་མེད 	པར 	རྟོག་པ 	དག 	ངེས་པ 	-ར 	འཇུག་པ 	-ར 	བྱ་བ 	-འི 	ཕྱིར 	bstod tshogs ka_.txt	དོན་མེད  པར  རྟོག་པ  དག  ངེས་པ  -ར  འཇུག་པ  -ར  བྱ་བ  -འི  ཕྱིར 
མེད་པ  -ར  དོགས་པ 	དགོས་པ 	བསྟན་ཏོ 	།_། 	ཐབས 	མེད་པ 	-ར 	དོགས་པ 	བསལ་བ 	-འི 	ཕྱིར 	འབྲེལ་པ 	bstod tshogs ka_.txt	དགོས་པ  བསྟན་ཏོ  །_།  ཐབས  མེད་པ  -ར  དོགས་པ  བསལ་བ  -འི  ཕྱིར  འབྲེལ་པ 
འཇུག་པ  -ར ་འགྱུར 	གཞན་དུ་ན 	ཐབས་མེད་པ 	དག་ལ 	ཇི་ལྟར 	འཇུག་པ 	-ར	་འགྱུར 	།_། 	དེ་ལ 	འདི 	-ར 	bstod tshogs ka_.txt	གཞན་དུ་ན  ཐབས་མེད་པ  དག་ལ  ཇི་ལྟར  འཇུག་པ  -ར ་འགྱུར  །_།  དེ་ལ  འདི  -ར 
 -ར  བྱ་བའོ 	སྐུ་གསུམ་ནི 	བརྗོད་པ 				-ར 	བྱ་བའོ 	།_། 	དེའི 	རང་གི 	ངོ་བོ 	bstod tshogs ka_.txt	སྐུ་གསུམ་ནི  བརྗོད་པ     -ར  བྱ་བའོ  །_།  དེའི  རང་གི  ངོ་བོ 
བརྗོད་པ  -ར  བྱ་བ 	ཚིགས་སུ 	བཅད་པ 	དག 	རྗོད་པ་དང 	བརྗོད་པ 	-ར 	བྱ་བ 	-འི 	མཚན་ཉིད་དུ 	འབྲེལ་པའམ 	།_ 	bstod tshogs ka_.txt	ཚིགས་སུ  བཅད་པ  དག  རྗོད་པ་དང  བརྗོད་པ  -ར  བྱ་བ  -འི  མཚན་ཉིད་དུ  འབྲེལ་པའམ  །_ 
བསྒྲུབ་པ  -ར  བྱ་བ 	མཚན་ཉིད་དུ 	འབྲེལ་པའམ 	།_ 	སྒྲུབ་པ་དང 	བསྒྲུབ་པ 	-ར 	བྱ་བ 	-འི 	མཚན་ཉིད་དུ 	འབྲེལ་བའམ 	།_ 	bstod tshogs ka_.txt	མཚན་ཉིད་དུ  འབྲེལ་པའམ  །_  སྒྲུབ་པ་དང  བསྒྲུབ་པ  -ར  བྱ་བ  -འི  མཚན་ཉིད་དུ  འབྲེལ་བའམ  །_ 
ལྡན་པ  -ར  རང་ཉིད་ཀྱིས 	འབད་པ་དང 	རྩོལ་བ 	-འི 	བརྩོན་འགྲུས་དང 	ལྡན་པ 	-ར 	རང་ཉིད་ཀྱིས 	སྐུ་གསུམ་གྱི 	དོན་དང 	བྱ་བ 	མཐའ 	bstod tshogs ka_.txt	འབད་པ་དང  རྩོལ་བ  -འི  བརྩོན་འགྲུས་དང  ལྡན་པ  -ར  རང་ཉིད་ཀྱིས  སྐུ་གསུམ་གྱི  དོན་དང  བྱ་བ  མཐའ 
 -ར  ཕྱིན་པ་ནི 						-ར 	ཕྱིན་པ་ནི 	དགོས་པ 	-འི་ཡང 	དགོས་པ 	ཡིན་པ 	bstod tshogs ka_.txt	     -ར  ཕྱིན་པ་ནི  དགོས་པ  -འི་ཡང  དགོས་པ  ཡིན་པ 
 -ར  བྱ་སྟེ 	-ར 	ཤེས་པ 				-ར 	བྱ་སྟེ 	།_ 	འདི་ནི 	རེ་ཞིག 	དོན་གྱི 	bstod tshogs ka_.txt	-ར  ཤེས་པ     -ར  བྱ་སྟེ  །_  འདི་ནི  རེ་ཞིག  དོན་གྱི 
བརྗོད་པ  -ར  བྱ་སྟེ 	།_། 	ད་ནི 	ཡན་ལག་གི 	དོན 	བརྗོད་པ 	-ར 	བྱ་སྟེ 	།_ 	གཅིག 	མིན 	དུ་མ 	bstod tshogs ka_.txt	།_།  ད་ནི  ཡན་ལག་གི  དོན  བརྗོད་པ  -ར  བྱ་སྟེ  །_  གཅིག  མིན  དུ་མ 
དུ་མ  -ར  མ 	མང་པོ 	ཉིད་དེ 	།_ 	གཅིག་དང 	དུ་མ 	-ར 	མ 	གྱུར་པ 	-འི 	ཆོས་ཀྱི 	སྐུ 	bstod tshogs ka_.txt	མང་པོ  ཉིད་དེ  །_  གཅིག་དང  དུ་མ  -ར  མ  གྱུར་པ  -འི  ཆོས་ཀྱི  སྐུ 
བྱ་བ  -ར  མི 	གཅིག་དང 	དུ་མ 	-འི 	གནས་སྐབས་སུ 	བྱ་བ 	-ར 	མི 	ནུས་ཏེ 	།_ 	ནམ 	མཁའ 	bstod tshogs ka_.txt	གཅིག་དང  དུ་མ  -འི  གནས་སྐབས་སུ  བྱ་བ  -ར  མི  ནུས་ཏེ  །_  ནམ  མཁའ 
བྱུང་བ  -ར  གྱུར་པ་སྟེ 	།_ 	དེའི 	ཕྱིར 	གང་ཞིག་གང་ལས 	བྱུང་བ 	-ར 	གྱུར་པ་སྟེ 	།_ 	གང་གིས 	སྣ་ཚོགས་པ 	-འི 	bstod tshogs ka_.txt	།_  དེའི  ཕྱིར  གང་ཞིག་གང་ལས  བྱུང་བ  -ར  གྱུར་པ་སྟེ  །_  གང་གིས  སྣ་ཚོགས་པ  -འི 
འབྱུང་བ  -ར  འགྱུར་བ་ནི 	བཞིན་དུ 	སྟོང་པ 	ཉིད་ལས 	གང་ཞིག 	འབྱུང་བ 	-ར 	འགྱུར་བ་ནི 	རྟག་པ་དང 	ཆད་པ 	-ར 	མི 	bstod tshogs ka_.txt	བཞིན་དུ  སྟོང་པ  ཉིད་ལས  གང་ཞིག  འབྱུང་བ  -ར  འགྱུར་བ་ནི  རྟག་པ་དང  ཆད་པ  -ར  མི 
འདྲ་བ  -ར  གཟིགས་སོ 	རྒྱལ་བ 	ཐམས་ཅད་ཀྱིས་ཀྱང 	སྟོང་ཞིང 	སྒྱུ་མ་དང 	འདྲ་བ 	-ར 	གཟིགས་སོ 	།_། 	གཞན་ཡང 	ཁྱད་པར་དུ 	བྱ་བ 	bstod tshogs ka_.txt	རྒྱལ་བ  ཐམས་ཅད་ཀྱིས་ཀྱང  སྟོང་ཞིང  སྒྱུ་མ་དང  འདྲ་བ  -ར  གཟིགས་སོ  །_།  གཞན་ཡང  ཁྱད་པར་དུ  བྱ་བ 
གཞི  -ར  གྱུར་པ་ཞེས 	ཕན་པ 	ཕུན 	སུམ 	ཚོགས་ཆེན 	གཞི 	-ར 	གྱུར་པ་ཞེས 	བྱ་བ 	སྨོས་ཏེ 	།_ 	བདག་དང 	bstod tshogs ka_.txt	ཕན་པ  ཕུན  སུམ  ཚོགས་ཆེན  གཞི  -ར  གྱུར་པ་ཞེས  བྱ་བ  སྨོས་ཏེ  །_  བདག་དང 
གཞི  -ར  གྱུར་པ་ནི 	ཕུན 	སུམ 	ཚོགས་པ 	-འི 	གཞི 	-ར 	གྱུར་པ་ནི 	མངོན་པ 	-ར 	མཐོ་བ་དང 	།_ 	bstod tshogs ka_.txt	ཕུན  སུམ  ཚོགས་པ  -འི  གཞི  -ར  གྱུར་པ་ནི  མངོན་པ  -ར  མཐོ་བ་དང  །_ 
གཞི  -ར  གྱུར་པ་ཞེས 	སུམ 	ཚོགས་པ 	ཆེན་པོ 	-འི 	གཞི 	-ར 	གྱུར་པ་ཞེས 	བྱ་བ 	-འི 	དོན་ཏོ 	།_། 	bstod tshogs ka_.txt	སུམ  ཚོགས་པ  ཆེན་པོ  -འི  གཞི  -ར  གྱུར་པ་ཞེས  བྱ་བ  -འི  དོན་ཏོ  །_། 
གཞི  -ར  གྱུར་པ་ཡིན 	སུམ 	ཚོགས་པ 	ཆེན་པོ 	-འི 	གཞི 	-ར 	གྱུར་པ་ཡིན 	ཞེ་ན 	།_ 	ཉེས་པ 	མེད་དེ 	bstod tshogs ka_.txt	སུམ  ཚོགས་པ  ཆེན་པོ  -འི  གཞི  -ར  གྱུར་པ་ཡིན  ཞེ་ན  །_  ཉེས་པ  མེད་དེ 
གཞི  -ར  གྱུར་པ་ཡིན་ཏེ 	སུམ 	ཚོགས་པ 	ཆེན་པོ 	-འི 	གཞི 	-ར 	གྱུར་པ་ཡིན་ཏེ 	།_ 	རྨི་ལམ་ལ 	སོགས་པ 	-འི 	bstod tshogs ka_.txt	སུམ  ཚོགས་པ  ཆེན་པོ  -འི  གཞི  -ར  གྱུར་པ་ཡིན་ཏེ  །_  རྨི་ལམ་ལ  སོགས་པ  -འི 
གཞི  -ར  གྱུར་པ་ཡིན་ནོ 	ཕུན 	སུམ 	ཚོགས་པ 	-འི 	གཞི 	-ར 	གྱུར་པ་ཡིན་ནོ 	།_། 	གཞན་ཡང 	དགེ་བ 	-འི 	bstod tshogs ka_.txt	ཕུན  སུམ  ཚོགས་པ  -འི  གཞི  -ར  གྱུར་པ་ཡིན་ནོ  །_།  གཞན་ཡང  དགེ་བ  -འི 
དག་པ  -ར  གྱུར་པ་ནི 	གློ་བུར་བ 	རིང་དུ 	བྱས་ཤིང 	ཡོངས་སུ 	དག་པ 	-ར 	གྱུར་པ་ནི 	གསེར་དང 	ཟངས་ཀྱི 	དྲི་མ་དང 	བྲལ་བ 	bstod tshogs ka_.txt	གློ་བུར་བ  རིང་དུ  བྱས་ཤིང  ཡོངས་སུ  དག་པ  -ར  གྱུར་པ་ནི  གསེར་དང  ཟངས་ཀྱི  དྲི་མ་དང  བྲལ་བ 
རྣམ་པ  -ར ་གྲོལ 	།_། 	ཡང 	དག 	མཐོང་ན 	རྣམ་པ 	-ར	་གྲོལ 	།_། 	ཞེས 	གསུངས་པ་གང 	འདི་ལྟར 	bstod tshogs ka_.txt	།_།  ཡང  དག  མཐོང་ན  རྣམ་པ  -ར ་གྲོལ  །_།  ཞེས  གསུངས་པ་གང  འདི་ལྟར 
ཐལ་བ  -ར  འགྱུར་གྱི 	ལྡན་པ་ནི 	ཀུན་ནས 	ཉོན་མོངས 	པར 	ཐལ་བ 	-ར 	འགྱུར་གྱི 	མ 	སྐྱེས་པ 	སྐྱེ་བ 	-ར་ནི 	bstod tshogs ka_.txt	ལྡན་པ་ནི  ཀུན་ནས  ཉོན་མོངས  པར  ཐལ་བ  -ར  འགྱུར་གྱི  མ  སྐྱེས་པ  སྐྱེ་བ  -ར་ནི 
མེད་པ  -ར  གྱུར་པ་ནི 	གཟུགས་སུ 	ཡོད་པའོ 	།_། 	དེ 	མེད་པ 	-ར 	གྱུར་པ་ནི 	དངོས་པོ 	མེད་པ་སྟེ 	།_ 	གཉི 	bstod tshogs ka_.txt	གཟུགས་སུ  ཡོད་པའོ  །_།  དེ  མེད་པ  -ར  གྱུར་པ་ནི  དངོས་པོ  མེད་པ་སྟེ  །_  གཉི 
 -ར  འགྱུར་བ 	ག་ལ 	-ས 	ལྡོག་པ 			-ར 	འགྱུར་བ 	-ས་ན 	།_ 	དངོས 	མིན 	bstod tshogs ka_.txt	ག་ལ  -ས  ལྡོག་པ    -ར  འགྱུར་བ  -ས་ན  །_  དངོས  མིན 
འདས་པ  -ར  གྱུར་པའོ 	བྱ་བ་སྟེ 	ཡོད་པ་དང 	མེད་པ་དང 	དབུས་ལས 	འདས་པ 	-ར 	གྱུར་པའོ 	།_། 	དེ 	ཉིད་ཀྱིས 	ནམ་མཁའ 	bstod tshogs ka_.txt	བྱ་བ་སྟེ  ཡོད་པ་དང  མེད་པ་དང  དབུས་ལས  འདས་པ  -ར  གྱུར་པའོ  །_།  དེ  ཉིད་ཀྱིས  ནམ་མཁའ 
འདྲ་བ  -ར  རོ་གཅིག་ཅིང 	མཁའ 	ལྟར་ཞེས 	བྱ་བ་ནི 	ནམ་མཁའ་དང 	འདྲ་བ 	-ར 	རོ་གཅིག་ཅིང 	མཉམ་པ 	-འི 	རང་བཞིན་དུ་གང 	གྱུར་པ་དེ་ནི 	bstod tshogs ka_.txt	མཁའ  ལྟར་ཞེས  བྱ་བ་ནི  ནམ་མཁའ་དང  འདྲ་བ  -ར  རོ་གཅིག་ཅིང  མཉམ་པ  -འི  རང་བཞིན་དུ་གང  གྱུར་པ་དེ་ནི 
རྟོགས་པ  -ར  དཀའ་བ 	རོ་གཅིག་ཅེས་བྱའོ 	།_། 	དེ 	ཉིད་ཀྱིས་ན 	རྟོགས་པ 	-ར 	དཀའ་བ 	-འི 	རང་བཞིན 	ཅན་ཏེ 	།_ 	bstod tshogs ka_.txt	རོ་གཅིག་ཅེས་བྱའོ  །_།  དེ  ཉིད་ཀྱིས་ན  རྟོགས་པ  -ར  དཀའ་བ  -འི  རང་བཞིན  ཅན་ཏེ  །_ 
ཞི་བ  -ར  གྱུར་པའོ 	།_། 	ཞི་བ་ནི 	ཉོན་མོངས་པ 	ཐམས་ཅད 	ཞི་བ 	-ར 	གྱུར་པའོ 	།_། 	མི 	མཉམ་པ་ནི 	མཚུངས་པ 	bstod tshogs ka_.txt	།_།  ཞི་བ་ནི  ཉོན་མོངས་པ  ཐམས་ཅད  ཞི་བ  -ར  གྱུར་པའོ  །_།  མི  མཉམ་པ་ནི  མཚུངས་པ 
གཞི  -ར  མཚུངས་པ 	།_། 	མཉམ་པ་ནི 	ཆོས 	ཐམས་ཅད་ཀྱི 	གཞི 	-ར 	མཚུངས་པ 	-ར 	གྱུར་པའོ 	།_། 	ཁྱབ་པ 	bstod tshogs ka_.txt	།_།  མཉམ་པ་ནི  ཆོས  ཐམས་ཅད་ཀྱི  གཞི  -ར  མཚུངས་པ  -ར  གྱུར་པའོ  །_།  ཁྱབ་པ 
 -ར  གྱུར་པའོ 	ཅན་ནི 	ཐམས་ཅད་དུ 	སོང་བ 			-ར 	གྱུར་པའོ 	།_། 	སྤྲོས་པ 	མེད་པ་ནི 	སྤྲོས་པ 	bstod tshogs ka_.txt	ཅན་ནི  ཐམས་ཅད་དུ  སོང་བ    -ར  གྱུར་པའོ  །_།  སྤྲོས་པ  མེད་པ་ནི  སྤྲོས་པ 
 -ར  གྱུར་པའོ 	ཐམས་ཅད་དང 	བྲལ་བ 				-ར 	གྱུར་པའོ 	།_། 	ཁྱད 	པར་དུ 	བྱ་བ 	bstod tshogs ka_.txt	ཐམས་ཅད་དང  བྲལ་བ     -ར  གྱུར་པའོ  །_།  ཁྱད  པར་དུ  བྱ་བ 
རིག་པ  -ར  གྱུར་པ་གཞོན 	སེམས 	ཅན 	རྣམས་ཀྱི་སོ་སོ 	རང་གིས 	རིག་པ 	-ར 	གྱུར་པ་གཞོན 	ནུ་མ 	-འི 	བདེ་བ 	དྲིས་པ 	bstod tshogs ka_.txt	སེམས  ཅན  རྣམས་ཀྱི་སོ་སོ  རང་གིས  རིག་པ  -ར  གྱུར་པ་གཞོན  ནུ་མ  -འི  བདེ་བ  དྲིས་པ 
འདས་པ  -ར  གྱུར་པ་སྟེ 	།_། 	དཔེ 	མེད་པ་ནི 	དཔེ་ལས 	འདས་པ 	-ར 	གྱུར་པ་སྟེ 	།_ 	དེ 	སྐད་དུ་ཡང 	།_ 	bstod tshogs ka_.txt	།_།  དཔེ  མེད་པ་ནི  དཔེ་ལས  འདས་པ  -ར  གྱུར་པ་སྟེ  །_  དེ  སྐད་དུ་ཡང  །_ 
དཔེ  -ར  བྱ 	མེད 	གྱུར་པ 	།_། 	དེ་ལ 	དཔེ 	-ར 	བྱ 	གང་ཞིག་གཞལ 	།_། 	སྐབས 	འབྱེད 	bstod tshogs ka_.txt	མེད  གྱུར་པ  །_།  དེ་ལ  དཔེ  -ར  བྱ  གང་ཞིག་གཞལ  །_།  སྐབས  འབྱེད 
ཡུན་རིང་པོ  -ར  ཉེ་བ 	པ་ཕ 	རོལ་ཏུ 	ཕྱིན་པ 	རྣམས 	ཡུན་རིང་པོ 	-ར 	ཉེ་བ 	-ར 	བསགས་པ་ལས 	སྐྱེས་པའོ 	།_། 	bstod tshogs ka_.txt	པ་ཕ  རོལ་ཏུ  ཕྱིན་པ  རྣམས  ཡུན་རིང་པོ  -ར  ཉེ་བ  -ར  བསགས་པ་ལས  སྐྱེས་པའོ  །_། 
ངེས་པ  -ར  འཇོམས་པ 	སྤོང་བ་དང 	།_ 	མྱ་ངན 	ཐམས་ཅད 	ངེས་པ 	-ར 	འཇོམས་པ 	-འི 	བློ་གྲོས་ལ 	སོགས་པའོ 	།_། 	bstod tshogs ka_.txt	སྤོང་བ་དང  །_  མྱ་ངན  ཐམས་ཅད  ངེས་པ  -ར  འཇོམས་པ  -འི  བློ་གྲོས་ལ  སོགས་པའོ  །_། 
རྒྱུ  -ར ་རོ 	ཕྱིར་ཏེ 	རབ་ཏུ 	མགུ་བ 	-འི 	རྒྱུ 	-ར	་རོ 	།_། 	འཁོར་ནི 	བྱང་ཆུབ 	སེམས་དཔའ 	bstod tshogs ka_.txt	ཕྱིར་ཏེ  རབ་ཏུ  མགུ་བ  -འི  རྒྱུ  -ར ་རོ  །_།  འཁོར་ནི  བྱང་ཆུབ  སེམས་དཔའ 
སྟོན་པ  -ར  མཛད་པ་ཞེས་བྱའོ 	རྣམ་པ་དུ་མའོ 	།_། 	རྒྱས 	པར 	སྟོན་པ 	-ར 	མཛད་པ་ཞེས་བྱའོ 	།_། 	སེམས 	ཅན 	མོས་པ 	bstod tshogs ka_.txt	རྣམ་པ་དུ་མའོ  །_།  རྒྱས  པར  སྟོན་པ  -ར  མཛད་པ་ཞེས་བྱའོ  །_།  སེམས  ཅན  མོས་པ 
དུ་མ  -ར  འཆད་པ 	ཁྱད་པར་གྱི 	དབང་དུ 	མཛད་ནས 	བྱེ་བྲག 	དུ་མ 	-ར 	འཆད་པ 	-ར 	མཛད་པའོ 	།_། 	རྟག་ཏུ 	bstod tshogs ka_.txt	ཁྱད་པར་གྱི  དབང་དུ  མཛད་ནས  བྱེ་བྲག  དུ་མ  -ར  འཆད་པ  -ར  མཛད་པའོ  །_།  རྟག་ཏུ 
འཕྲོ་བ  -ར  མཛད་པ་པོ 	སྐད 	རྒྱ་ཆེན 	འཇིག་རྟེན 	ཀུན་དུ 	འཕྲོ་བ 	-ར 	མཛད་པ་པོ 	།_། 	ཞེས 	བྱ་བ་ནི 	ཤིན་ཏུ 	bstod tshogs ka_.txt	སྐད  རྒྱ་ཆེན  འཇིག་རྟེན  ཀུན་དུ  འཕྲོ་བ  -ར  མཛད་པ་པོ  །_།  ཞེས  བྱ་བ་ནི  ཤིན་ཏུ 
མི་འཆད་པ  -ར  སྤྲོ་བ 	།_། 	དེ 	ཉིད་ཀྱིས་ན་དེ 	རྒྱུན 	མི་འཆད་པ 	-ར 	སྤྲོ་བ 	-ས་ན 	ཤིན་ཏུ་མང་ཞིང 	རྒྱ་ཆེ་བ་ལ 	སོགས་པ 	bstod tshogs ka_.txt	།_།  དེ  ཉིད་ཀྱིས་ན་དེ  རྒྱུན  མི་འཆད་པ  -ར  སྤྲོ་བ  -ས་ན  ཤིན་ཏུ་མང་ཞིང  རྒྱ་ཆེ་བ་ལ  སོགས་པ 
གསུང་བ  -ར  འགྱུར་བ་དེ་ལ 	-འི 	དམ་པ 	-འི 	ཆོས་སྟོན་ཅིང 	གསུང་བ 	-ར 	འགྱུར་བ་དེ་ལ 	དེ་སྐད་ཅེས་བྱའོ 	།_། 	སངས 	རྒྱས་ཞེས 	bstod tshogs ka_.txt	-འི  དམ་པ  -འི  ཆོས་སྟོན་ཅིང  གསུང་བ  -ར  འགྱུར་བ་དེ་ལ  དེ་སྐད་ཅེས་བྱའོ  །_།  སངས  རྒྱས་ཞེས 
རྫོགས་པ  -ར  ལོངས་སྤྱོད་པ 	སྤྱོད 	རྫོགས 	སྐུ་ཞེས 	བྱ་བ་ནི 	རྫོགས་པ 	-ར 	ལོངས་སྤྱོད་པ 	-འི 	སྐུ 	སྟེ 	།_ 	bstod tshogs ka_.txt	སྤྱོད  རྫོགས  སྐུ་ཞེས  བྱ་བ་ནི  རྫོགས་པ  -ར  ལོངས་སྤྱོད་པ  -འི  སྐུ  སྟེ  །_ 
ཉེ་བ  -ར  བསྟན་ནས 	རྣམ་པ་གཉིས་པོ 	-འི 	རང་གི 	ངོ་བོ 	ཉེ་བ 	-ར 	བསྟན་ནས 	།_ 	སྤྲུལ་པ 	-འི 	སྐུ 	bstod tshogs ka_.txt	རྣམ་པ་གཉིས་པོ  -འི  རང་གི  ངོ་བོ  ཉེ་བ  -ར  བསྟན་ནས  །_  སྤྲུལ་པ  -འི  སྐུ 
སྨིན་པ  -ར  མཛད 	།_ 	སེམས 	ཅན 	རྣམས་ནི 	སྨིན་པ 	-ར 	མཛད 	ཕྱིར 	ལ་ལ 	དག་ཏུ 	མེ 	bstod tshogs ka_.txt	།_  སེམས  ཅན  རྣམས་ནི  སྨིན་པ  -ར  མཛད  ཕྱིར  ལ་ལ  དག་ཏུ  མེ 
འབར་བ  -ར  སྣང་ཞིང 	འདྲ་ཞིང 	བྱིན་ཟ 	བཞིན་དུ 	ཀུན་ནས 	འབར་བ 	-ར 	སྣང་ཞིང 	འོད་དང 	ལྡན་པ 	-ས 	རབ་ཏུ 	bstod tshogs ka_.txt	འདྲ་ཞིང  བྱིན་ཟ  བཞིན་དུ  ཀུན་ནས  འབར་བ  -ར  སྣང་ཞིང  འོད་དང  ལྡན་པ  -ས  རབ་ཏུ 
འབར་བ  -ར  སྣང་བའོ 					འབར་བ 	-ར 	སྣང་བའོ 	།_། 	གནས་གང་དུ 	སྣང 	ཞེ་ན 	bstod tshogs ka_.txt	    འབར་བ  -ར  སྣང་བའོ  །_།  གནས་གང་དུ  སྣང  ཞེ་ན 
ཞི་བ  -ར ་གང 	དགས་ཀྱི 	ནགས་སུའོ 	།_། 	རབ་ཏུ 	ཞི་བ 	-ར	་གང 	སྣང་ལ 	།_། 	ཞེས་པ་ནི 	གྱད་ཀྱི 	bstod tshogs ka_.txt	དགས་ཀྱི  ནགས་སུའོ  །_།  རབ་ཏུ  ཞི་བ  -ར ་གང  སྣང་ལ  །_།  ཞེས་པ་ནི  གྱད་ཀྱི 
དུ་མ  -ར  འཇུག་ཅིང་ཞེས་པ་སྟེ 	ལྟ་བུ 	ཞེ་ན 	།_ 	རྣམ་པ 	དུ་མ 	-ར 	འཇུག་ཅིང་ཞེས་པ་སྟེ 	།_ 	གདུལ 	བྱ 	སྣ་ཚོགས་པ 	bstod tshogs ka_.txt	ལྟ་བུ  ཞེ་ན  །_  རྣམ་པ  དུ་མ  -ར  འཇུག་ཅིང་ཞེས་པ་སྟེ  །_  གདུལ  བྱ  སྣ་ཚོགས་པ 
འཇུག་པ  -ར  མཛད་པའོ 	རྣམ་པ 	དུ་མ 	-འི 	རྗེས་སུ 	འཇུག་པ 	-ར 	མཛད་པའོ 	།_། 	ཁྱད 	པར་ཅི་ཞིག་ཅེ་ན 	།_ 	bstod tshogs ka_.txt	རྣམ་པ  དུ་མ  -འི  རྗེས་སུ  འཇུག་པ  -ར  མཛད་པའོ  །_།  ཁྱད  པར་ཅི་ཞིག་ཅེ་ན  །_ 
ཆུབ་པ  -ར  མཛད་པ་ནི 	བྱ་སྟེ 	།_ 	ཕྱོགས 	བཅུར 	ཆུབ་པ 	-ར 	མཛད་པ་ནི 	ཕྱོགས 	བཅུ་པོ 	རྣམས་སུ 	རྗེས་སུ 	bstod tshogs ka_.txt	བྱ་སྟེ  །_  ཕྱོགས  བཅུར  ཆུབ་པ  -ར  མཛད་པ་ནི  ཕྱོགས  བཅུ་པོ  རྣམས་སུ  རྗེས་སུ 
མངོན་པ  -ར  མཐོ་བ་དང 	བཅོམ་ལྡན 	འདས་སོ 	།_། 	དོན་ཆེན་ནི 	མངོན་པ 	-ར 	མཐོ་བ་དང 	ངེས་པ 	-ར 	ལེགས་པ 	-འི 	bstod tshogs ka_.txt	བཅོམ་ལྡན  འདས་སོ  །_།  དོན་ཆེན་ནི  མངོན་པ  -ར  མཐོ་བ་དང  ངེས་པ  -ར  ལེགས་པ  -འི 
 -ར  མཛད་པ་སྟེ 	འབྲས་བུ 	སྩོལ་བ 	-འམ 	ཐོབ་པ 		-ར 	མཛད་པ་སྟེ 	།_ 	དེ 	ལྟ་བུ 	-འི 	bstod tshogs ka_.txt	འབྲས་བུ  སྩོལ་བ  -འམ  ཐོབ་པ   -ར  མཛད་པ་སྟེ  །_  དེ  ལྟ་བུ  -འི 
སྟོན་པ  -ར  འགྱུར་ཏེ 	གསུངས་པ་ཡིན་ནོ 	།_། 	དེ་ནི 	འདི་སྐད་དུ 	སྟོན་པ 	-ར 	འགྱུར་ཏེ 	།_ 	གང་གིས 	བདག་ཉིད་ཀྱིས 	བསོད་ནམས་དང 	bstod tshogs ka_.txt	གསུངས་པ་ཡིན་ནོ  །_།  དེ་ནི  འདི་སྐད་དུ  སྟོན་པ  -ར  འགྱུར་ཏེ  །_  གང་གིས  བདག་ཉིད་ཀྱིས  བསོད་ནམས་དང 
 -ར  མཛད་ནས 	ཡེ་ཤེས་ཀྱི 	ཚོགས 	ཡོངས་སུ 	རྫོགས་པ 		-ར 	མཛད་ནས 	།_ 	གནས་ཀྱི 	མཆོག་དགའ 	ལྡན་གྱི 	bstod tshogs ka_.txt	ཡེ་ཤེས་ཀྱི  ཚོགས  ཡོངས་སུ  རྫོགས་པ   -ར  མཛད་ནས  །_  གནས་ཀྱི  མཆོག་དགའ  ལྡན་གྱི 
མངོན་པ  -ར  བྱང་ཆུབ་པ 	ཆེན་པོ 	-འི 	གནས་འོག 	མིན་དུ 	མངོན་པ 	-ར 	བྱང་ཆུབ་པ 	རྣམ་པ 	ལྔ 	-འི 	རིམ་པ 	bstod tshogs ka_.txt	ཆེན་པོ  -འི  གནས་འོག  མིན་དུ  མངོན་པ  -ར  བྱང་ཆུབ་པ  རྣམ་པ  ལྔ  -འི  རིམ་པ 
