བདག  སོ གས 	ཡོངས་སུ 	རྫོགས་པ 	-ར་ནི 	།_། 	བདག 	སོ	གས 	འགྲོ་བ 	རྣམས་ཀྱིས་མྱུར་དུ 	རྟོགས་པ 	-ར་ཤོག 	bstod tshogs ka_.txt	ཡོངས་སུ  རྫོགས་པ  -ར་ནི  །_།  བདག  སོ གས  འགྲོ་བ  རྣམས་ཀྱིས་མྱུར་དུ  རྟོགས་པ  -ར་ཤོག 
འོངས་པ་དང་ནི  སོ ང་བ་ཡང 	སྐྱེས་དང 	མ 	སྐྱེས་དང 	_།_། 	འོངས་པ་དང་ནི 	སོ	ང་བ་ཡང 	_།_། 	དེ་བཞིན 	བཅིངས 	གྲོལ 	bstod tshogs ka_.txt	སྐྱེས་དང  མ  སྐྱེས་དང  _།_།  འོངས་པ་དང་ནི  སོ ང་བ་ཡང  _།_།  དེ་བཞིན  བཅིངས  གྲོལ 
།_།  སོ ་སོ 	ཅན 	དཔག་ཏུ 	མ 	མཆིས་པ 	།_། 	སོ	་སོ 	-ར 	མྱ་ངན 	འདས 	མཛད་ཀྱང 	bstod tshogs ka_.txt	ཅན  དཔག་ཏུ  མ  མཆིས་པ  །_།  སོ ་སོ  -ར  མྱ་ངན  འདས  མཛད་ཀྱང 
ཆད  སོ གས 	སྐྱེ 	འགྱུར་བ 	།_། 	དེ་ལ 	ཆད 	སོ	གས 	འཇིག་པ 	འབྱུང 	།_། 	དེ་ལ 	bstod tshogs ka_.txt	སྐྱེ  འགྱུར་བ  །_།  དེ་ལ  ཆད  སོ གས  འཇིག་པ  འབྱུང  །_།  དེ་ལ 
སྒྱུ་མ་ལ  སོ གས་དཔེ 	ཚེ་ཅི་ཞིག་ཡོད 	།_། 	དེ 	ལྟར 	སྒྱུ་མ་ལ 	སོ	གས་དཔེ 	།_། 	སྨན་པ 	-འི 	མཆོག་གིས 	bstod tshogs ka_.txt	ཚེ་ཅི་ཞིག་ཡོད  །_།  དེ  ལྟར  སྒྱུ་མ་ལ  སོ གས་དཔེ  །_།  སྨན་པ  -འི  མཆོག་གིས 
 སོ ་བ་དེ་ནི 						སོ	་བ་དེ་ནི 	བླ་ན་མེད 	།_། 	དེས་ན 	ཆོས་ཀྱི 	bstod tshogs ka_.txt	     སོ ་བ་དེ་ནི  བླ་ན་མེད  །_།  དེས་ན  ཆོས་ཀྱི 
སྲོག་ལ  སོ གས 	འགག་ལ་སོགས 	།_། 	སེམས 	ཅན 	སྲོག་ལ 	སོ	གས 	བསྟན་པ 	།_། 	དེ་ནི 	བཀྲི་དོན 	bstod tshogs ka_.txt	འགག་ལ་སོགས  །_།  སེམས  ཅན  སྲོག་ལ  སོ གས  བསྟན་པ  །_།  དེ་ནི  བཀྲི་དོན 
 སོ ད 						སོ	ད 	ནམ 	-ས 	ཡོན་ཏན 	རིན་ཆེན་ཕྱུག 	bstod tshogs ka_.txt	     སོ ད  ནམ  -ས  ཡོན་ཏན  རིན་ཆེན་ཕྱུག 
 སོ ད་ནམས་གང 						སོ	ད་ནམས་གང 	ཐོབ་དེས 	།_། 	འགྲོ་བ 	ཁྱོད་དང 	bstod tshogs ka_.txt	     སོ ད་ནམས་གང  ཐོབ་དེས  །_།  འགྲོ་བ  ཁྱོད་དང 
 སོ  །།_།།༄༅།_། 						སོ 	།།_།།༄༅།_། 	བསྟོད་པ་ལས 	འདས་པ 	-ར 	བསྟོད་པ 	bstod tshogs ka_.txt	     སོ  །།_།།༄༅།_།  བསྟོད་པ་ལས  འདས་པ  -ར  བསྟོད་པ 
སྐྱེ  སོ གས་གསུམ 	དངོས 	མ་མཆིས 	།_། 	གལ་ཏེ 	སྐྱེ 	སོ	གས་གསུམ 	མཆིས་ན 	།_། 	འདུས 	བྱས 	bstod tshogs ka_.txt	དངོས  མ་མཆིས  །_།  གལ་ཏེ  སྐྱེ  སོ གས་གསུམ  མཆིས་ན  །_།  འདུས  བྱས 
 སོ གས 						སོ	གས 	།_། 	གསུམ་པ 	ཐ 	དད 	bstod tshogs ka_.txt	     སོ གས  །_།  གསུམ་པ  ཐ  དད 
 སོ གས་གསུམ་པོ་སོ་སོ་ནི 	འགྱུར་བ་ལགས 	།_། 	སྐྱེ 			སོ	གས་གསུམ་པོ་སོ་སོ་ནི 	།_། 	འདུས 	བྱས་ལས་ལ 	ནུས 	bstod tshogs ka_.txt	འགྱུར་བ་ལགས  །_།  སྐྱེ    སོ གས་གསུམ་པོ་སོ་སོ་ནི  །_།  འདུས  བྱས་ལས་ལ  ནུས 
 སོ ད་ནམས 						སོ	ད་ནམས 	གང་ཡིན་དེས 	།_། 	འཇིག 	རྟེན 	bstod tshogs ka_.txt	     སོ ད་ནམས  གང་ཡིན་དེས  །_།  འཇིག  རྟེན 
 སོ  །།_།།༄༅།_། 						སོ 	།།_།།༄༅།_། 	བླ་ན 	མེད་པ 	-འི 	བསྟོད་པ 	bstod tshogs ka_.txt	     སོ  །།_།།༄༅།_།  བླ་ན  མེད་པ  -འི  བསྟོད་པ 
 སོ  །།_།།༄༅།_། 						སོ 	།།_།།༄༅།_། 	འཕགས་པ 	རྗེ་བཙུན 	འཇམ་དཔལ་གྱི 	དོན་དམ་པ 	bstod tshogs ka_.txt	     སོ  །།_།།༄༅།_།  འཕགས་པ  རྗེ་བཙུན  འཇམ་དཔལ་གྱི  དོན་དམ་པ 
 སོ ད 						སོ	ད 	ནམ 	-ས 	འདི་ཡིས 	འཇིག་རྟེན་འདི 	bstod tshogs ka_.txt	     སོ ད  ནམ  -ས  འདི་ཡིས  འཇིག་རྟེན་འདི 
 སོ  །།༄༅།_། 						སོ 	།།༄༅།_། 	རྗེ་བཙུན 	འཕགས་པ 	འཇམ་དཔལ་གྱི 	སྙིང་རྗེ་ལ 	bstod tshogs ka_.txt	     སོ  །།༄༅།_།  རྗེ་བཙུན  འཕགས་པ  འཇམ་དཔལ་གྱི  སྙིང་རྗེ་ལ 
 སོ ལ 						སོ	ལ 	གྲག་ན 	།_། 	བདག་ལ 	མཐོང་བ 	bstod tshogs ka_.txt	     སོ ལ  གྲག་ན  །_།  བདག་ལ  མཐོང་བ 
བར  སོ ང་བ 	དྲངས 	ཁྱེད་ཀྱིས 	།_། 	དམྱལ 	བར 	སོ	ང་བ 	-འི 	འགྲོ 	རིགས་བདེ 	མཛད་ན 	bstod tshogs ka_.txt	དྲངས  ཁྱེད་ཀྱིས  །_།  དམྱལ  བར  སོ ང་བ  -འི  འགྲོ  རིགས་བདེ  མཛད་ན 
 སོ ད་ནམས 						སོ	ད་ནམས 	དམན་པ་ཞིག 	མ་མཆིས 	།_། 	བདག་ནི 	bstod tshogs ka_.txt	     སོ ད་ནམས  དམན་པ་ཞིག  མ་མཆིས  །_།  བདག་ནི 
 སོ ད 						སོ	ད 	ནམ 	-ས 	བཅོམ་པ 	བདག་གིས 	bstod tshogs ka_.txt	     སོ ད  ནམ  -ས  བཅོམ་པ  བདག་གིས 
 སོ ལ་བ་ཡིས 						སོ	ལ་བ་ཡིས 	ཁྱོད 	ཡོན་ཏན 	།_། 	ཆ 	bstod tshogs ka_.txt	     སོ ལ་བ་ཡིས  ཁྱོད  ཡོན་ཏན  །_།  ཆ 
 སོ ད་ནམས་དག 						སོ	ད་ནམས་དག 	_། 	རྒྱ་ཆེར 	རང་བཞིན 	གྲུབ་པ 	bstod tshogs ka_.txt	     སོ ད་ནམས་དག  _།  རྒྱ་ཆེར  རང་བཞིན  གྲུབ་པ 
 སོ  །།_།།༄༅།_། 						སོ 	།།_།།༄༅།_། 	གནས 	ཆེན་པོ 	བརྒྱད་ཀྱི 	མཆོད་རྟེན་ལ 	bstod tshogs ka_.txt	     སོ  །།_།།༄༅།_།  གནས  ཆེན་པོ  བརྒྱད་ཀྱི  མཆོད་རྟེན་ལ 
 སོ ད 						སོ	ད 	ནམ 	-ས 	གངས་རི 	-འི 	bstod tshogs ka_.txt	     སོ ད  ནམ  -ས  གངས་རི  -འི 
 སོ  །།_༄༅།_། 						སོ 	།།_༄༅།_། 	གནས 	ཆེན་པོ 	བརྒྱད་ཀྱི 	མཆོད་རྟེན་ལ 	bstod tshogs ka_.txt	     སོ  །།_༄༅།_།  གནས  ཆེན་པོ  བརྒྱད་ཀྱི  མཆོད་རྟེན་ལ 
བཱ་རཱ་ཎ་སཱི་ལ  སོ གས 	མཆོད་རྟེན 	ཕྱག 	འཚལ་ལོ 	།_། 	བཱ་རཱ་ཎ་སཱི་ལ 	སོ	གས 	བསོད་སྙོམས་གཤེགས 	།_། 	གཟུགས 	ཅན 	bstod tshogs ka_.txt	མཆོད་རྟེན  ཕྱག  འཚལ་ལོ  །_།  བཱ་རཱ་ཎ་སཱི་ལ  སོ གས  བསོད་སྙོམས་གཤེགས  །_།  གཟུགས  ཅན 
ཕྱག་གི  སོ ར་མོ 	-འི 	གླང་ཆེན 	སྨྱོན་པ་རྣམས 	།_། 	ཕྱག་གི 	སོ	ར་མོ 	-འི 	སྟོབས་ཀྱིས 	བཏུལ་ནས་ཀྱང 	_།_། 	bstod tshogs ka_.txt	-འི  གླང་ཆེན  སྨྱོན་པ་རྣམས  །_།  ཕྱག་གི  སོ ར་མོ  -འི  སྟོབས་ཀྱིས  བཏུལ་ནས་ཀྱང  _།_། 
 སོ  མཛད་པ 						སོ 	མཛད་པ 	-འི་ཚེ 	།_། 	ཧ 	ལུ་མཉྫུས 	bstod tshogs ka_.txt	     སོ  མཛད་པ  -འི་ཚེ  །_།  ཧ  ལུ་མཉྫུས 
དགའ་བོ་ལ  སོ གས 	མཆོད་རྟེན 	ཕྱག 	འཚལ་ལོ 	།_། 	དགའ་བོ་ལ 	སོ	གས 	ཀླུ་ཡི 	ཚོགས 	རྣམས་ཀྱིས 	།_། 	bstod tshogs ka_.txt	མཆོད་རྟེན  ཕྱག  འཚལ་ལོ  །_།  དགའ་བོ་ལ  སོ གས  ཀླུ་ཡི  ཚོགས  རྣམས་ཀྱིས  །_། 
 སོ ལ 						སོ	ལ 	བཏབ་ཟླ་གསུམ་ནས 	མཐའ 	-ར་ཕྱིན 	།_། 	bstod tshogs ka_.txt	     སོ ལ  བཏབ་ཟླ་གསུམ་ནས  མཐའ  -ར་ཕྱིན  །_། 
 སོ  །_།_།།_༄༅།_། 						སོ 	།_།_།།_༄༅།_། 	མཛད་པ 	བཅུ་གཉིས་ཀྱི 	ཚུལ་ལ 	བསྟོད་པ 	bstod tshogs ka_.txt	     སོ  །_།_།།_༄༅།_།  མཛད་པ  བཅུ་གཉིས་ཀྱི  ཚུལ་ལ  བསྟོད་པ 
 སོ ད 						སོ	ད 	ནམ 	-ས 	ཡེ་ཤེས 	ཚོགས་གཉིས 	bstod tshogs ka_.txt	     སོ ད  ནམ  -ས  ཡེ་ཤེས  ཚོགས་གཉིས 
བཱ་རཱ་ཎ་སཱི་ལ  སོ གས 	ཐུགས 	རྗེས་འགྲོ་ལ་མྱུར་དུ 	གཟིགས་ནས་ནི 	།_། 	བཱ་རཱ་ཎ་སཱི་ལ 	སོ	གས 	གནས་མཆོག་ཏུ 	།_། 	ཆོས་ཀྱི 	འཁོར་ལོ 	bstod tshogs ka_.txt	ཐུགས  རྗེས་འགྲོ་ལ་མྱུར་དུ  གཟིགས་ནས་ནི  །_།  བཱ་རཱ་ཎ་སཱི་ལ  སོ གས  གནས་མཆོག་ཏུ  །_།  ཆོས་ཀྱི  འཁོར་ལོ 
 སོ གས 						སོ	གས 	།_། 	འཁོར་མོ 	འཇིག་གི 	ཡུལ་དུ 	bstod tshogs ka_.txt	     སོ གས  །_།  འཁོར་མོ  འཇིག་གི  ཡུལ་དུ 
 སོ ད་ནམས 						སོ	ད་ནམས 	ཐོབ 	བྱ 	-འི་ཕྱིར 	།_། 	bstod tshogs ka_.txt	     སོ ད་ནམས  ཐོབ  བྱ  -འི་ཕྱིར  །_། 
 སོ  །།_༄༅།_། 						སོ 	།།_༄༅།_། 	ཕྱག 	འཚལ་བ 	-འི 	བསྟོད་པ 	bstod tshogs ka_.txt	     སོ  །།_༄༅།_།  ཕྱག  འཚལ་བ  -འི  བསྟོད་པ 
 སོ ད་དང 						སོ	ད་དང 	དུལ་བ 	-ར 	ཡང་དག་ལྡན 	།_། 	bstod tshogs ka_.txt	     སོ ད་དང  དུལ་བ  -ར  ཡང་དག་ལྡན  །_། 
 སོ ད 						སོ	ད 	ནམ 	-ས 	བདག་གིས་གང 	བསགས་པ 	bstod tshogs ka_.txt	     སོ ད  ནམ  -ས  བདག་གིས་གང  བསགས་པ 
 སོ  །།_༄༅།_། 						སོ 	།།_༄༅།_། 	དམྱལ་བ་ནས 	འདོན་པ་ཞེས 	བྱ 	བ 	bstod tshogs ka_.txt	     སོ  །།_༄༅།_།  དམྱལ་བ་ནས  འདོན་པ་ཞེས  བྱ  བ 
 སོ ན་པ 						སོ	ན་པ 	འདི 	འདྲ་བ 	།_། 	མཁའ་ལ 	bstod tshogs ka_.txt	     སོ ན་པ  འདི  འདྲ་བ  །_།  མཁའ་ལ 
 སོ  མཛད་པ 						སོ 	མཛད་པ 	།_། 	ཁམས་གསུམ 	རྒྱུ་དང 	མི 	bstod tshogs ka_.txt	     སོ  མཛད་པ  །_།  ཁམས་གསུམ  རྒྱུ་དང  མི 
 སོ  །།_༄༅།_། 						སོ 	།།_༄༅།_། 	དཀོན 	མཆོག་གསུམ་གྱི 	བསྟོད་པ 	།_༄༅༅།_། 	bstod tshogs ka_.txt	     སོ  །།_༄༅།_།  དཀོན  མཆོག་གསུམ་གྱི  བསྟོད་པ  །_༄༅༅།_། 
 སོ གས 						སོ	གས 	།_། 	རང 	སངས་རྒྱས 	རྣམས་ལ 	bstod tshogs ka_.txt	     སོ གས  །_།  རང  སངས་རྒྱས  རྣམས་ལ 
 སོ  །།_།།༄༅།_། 						སོ 	།།_།།༄༅།_། 	སྤེལ 	མར 	བསྟོད་པ་ཞེས 	བྱ 	bstod tshogs ka_.txt	     སོ  །།_།།༄༅།_།  སྤེལ  མར  བསྟོད་པ་ཞེས  བྱ 
ཆགས་ལ  སོ གས 	རྣམ་པ 	-ར་གནས 	།_། 	འདོད 	ཆགས་ལ 	སོ	གས 	མི་བཟད་པའི 	།_། 	ཆུ་སྲིན་གྱིས་ནི 	ལུས 	bstod tshogs ka_.txt	རྣམ་པ  -ར་གནས  །_།  འདོད  ཆགས་ལ  སོ གས  མི་བཟད་པའི  །_།  ཆུ་སྲིན་གྱིས་ནི  ལུས 
བུ་ལ  སོ གས་པ 	།_། 	ཤཱ 	རི 	-འི 	བུ་ལ 	སོ	གས་པ 	-ས་ཀྱང 	།_། 	ངེས 	པར 	bstod tshogs ka_.txt	།_།  ཤཱ  རི  -འི  བུ་ལ  སོ གས་པ  -ས་ཀྱང  །_།  ངེས  པར 
 སོ ད 						སོ	ད 	ནམ 	-ས 	སྙམ་ནས 	སྤྱི་བརྟོལ་སྐྱེས 	bstod tshogs ka_.txt	     སོ ད  ནམ  -ས  སྙམ་ནས  སྤྱི་བརྟོལ་སྐྱེས 
།_།  སོ ས་པ 	དེ 	འདྲ 	སྲོག་ཆགས 	འགུམ་པ་ལས 	།_། 	སོ	ས་པ 	རྣམས 	ལ 	-འང 	བྱུང 	bstod tshogs ka_.txt	དེ  འདྲ  སྲོག་ཆགས  འགུམ་པ་ལས  །_།  སོ ས་པ  རྣམས  ལ  -འང  བྱུང 
།_།  སོ ་སོ 	ལྟར 	སངས་རྒྱས 	ཆོས 	རྣམས་ལ 	།_། 	སོ	་སོ 	-ར 	བརྟགས་ནས 	བརྩོན་འགྲུས་བྱ 	།_། 	bstod tshogs ka_.txt	ལྟར  སངས་རྒྱས  ཆོས  རྣམས་ལ  །_།  སོ ་སོ  -ར  བརྟགས་ནས  བརྩོན་འགྲུས་བྱ  །_། 
 སོ  །_། 						སོ 	།_། 	དེ 	སླད་གྲངས 	མེད་གསུམ 	དག་ཏུ 	bstod tshogs ka_.txt	     སོ  །_།  དེ  སླད་གྲངས  མེད་གསུམ  དག་ཏུ 
 སོ ལ་པ་ན་ཡང 						སོ	ལ་པ་ན་ཡང 	མནལ 	མི་མངའ 	།_། 	ཉེ 	bstod tshogs ka_.txt	     སོ ལ་པ་ན་ཡང  མནལ  མི་མངའ  །_།  ཉེ 
 སོ ད 						སོ	ད 	ནམ 	-ས 	སྐྱེ་བ 	མཆེད 	bstod tshogs ka_.txt	     སོ ད  ནམ  -ས  སྐྱེ་བ  མཆེད 
དགའ  སོ གས 	དང་སེམས 	དག་གི 	_། 	མྱ་ངན 	དགའ 	སོ	གས 	གནས་སྐབས་ནི 	།_། 	རེ 	དོགས་ཀྱིས་ཀྱང 	bstod tshogs ka_.txt	དང་སེམས  དག་གི  _།  མྱ་ངན  དགའ  སོ གས  གནས་སྐབས་ནི  །_།  རེ  དོགས་ཀྱིས་ཀྱང 
 སོ ད་དང 						སོ	ད་དང 	བཀྲེས་སྐོམ 	གྲང་དྲོ་དང 	།_། 	མི 	bstod tshogs ka_.txt	     སོ ད་དང  བཀྲེས་སྐོམ  གྲང་དྲོ་དང  །_།  མི 
 སོ གས་མང 	སྲུན 	སྨད་པ་ལ 				སོ	གས་མང 	།_། 	གསུམ་ལ 	དུབ་པ 	མེད 	bstod tshogs ka_.txt	སྲུན  སྨད་པ་ལ     སོ གས་མང  །_།  གསུམ་ལ  དུབ་པ  མེད 
 སོ ང་གི་ནི 	བཟོད་ཅིང 	།_། 	ངན 			སོ	ང་གི་ནི 	སྡུག་བསྔལ་ཡང 	།_། 	འགྲོ་བ 	འདི་དག 	bstod tshogs ka_.txt	བཟོད་ཅིང  །_།  ངན    སོ ང་གི་ནི  སྡུག་བསྔལ་ཡང  །_།  འགྲོ་བ  འདི་དག 
བཟོ  སོ གས་ནི 	མཐུན་པའི 	།_། 	རོལ 	མོ་མཁན་གྱི 	བཟོ 	སོ	གས་ནི 	།_། 	ངན་པ 	-འི་ལས 	ལ 	bstod tshogs ka_.txt	མཐུན་པའི  །_།  རོལ  མོ་མཁན་གྱི  བཟོ  སོ གས་ནི  །_།  ངན་པ  -འི་ལས  ལ 
 སོ ་ཞེས 						སོ	་ཞེས 	།_། 	སུ་ཞིག 	ངེས་པ 	བསྐྱེད 	bstod tshogs ka_.txt	     སོ ་ཞེས  །_།  སུ་ཞིག  ངེས་པ  བསྐྱེད 
 སོ  །_། 						སོ 	།_། 	སྣོད་ཀྱི 	སྐྱོན་དང 	འབྲེལ་པ 	-ས་ན 	bstod tshogs ka_.txt	     སོ  །_།  སྣོད་ཀྱི  སྐྱོན་དང  འབྲེལ་པ  -ས་ན 
སྔོ་བ་ཐི  སོ གས 	རྩི 	འཛག་པ 	བཞིན་དུ་གདའ 	།_། 	སྔོ་བ་ཐི 	སོ	གས 	དབྱེ་བ་ཡིས 	།_། 	མི 	སྡུག་པ་ནི 	bstod tshogs ka_.txt	རྩི  འཛག་པ  བཞིན་དུ་གདའ  །_།  སྔོ་བ་ཐི  སོ གས  དབྱེ་བ་ཡིས  །_།  མི  སྡུག་པ་ནི 
ཐབས  སོ གས 	དགའ་མགུ 	-ར 	རབ་ཏུ་མཆི 	།_། 	ཐབས 	སོ	གས 	སྒྲུབ་ལ 	མཁས་པ་ཡིས 	།_། 	ཤེས 	bstod tshogs ka_.txt	དགའ་མགུ  -ར  རབ་ཏུ་མཆི  །_།  ཐབས  སོ གས  སྒྲུབ་ལ  མཁས་པ་ཡིས  །_།  ཤེས 
 སོ ད་ནམས 						སོ	ད་ནམས 	མཚོ་ཆེན་ལགས 	།_། 	མཚང 	འབྲུ་བ་ལ 	bstod tshogs ka_.txt	     སོ ད་ནམས  མཚོ་ཆེན་ལགས  །_།  མཚང  འབྲུ་བ་ལ 
ཛ་ལ  སོ གས་ཀྱང 	།_། 	བ 	ར 	དྭ 	ཛ་ལ 	སོ	གས་ཀྱང 	།_། 	ངེས་ལེགས་དང 	འདྲ 	ཅི 	bstod tshogs ka_.txt	།_།  བ  ར  དྭ  ཛ་ལ  སོ གས་ཀྱང  །_།  ངེས་ལེགས་དང  འདྲ  ཅི 
 སོ  །_། 						སོ 	།_། 	གང་ཞིག་གིས 	ཁྱོད 	མཐོང 	ཙམ་གྱིས 	bstod tshogs ka_.txt	     སོ  །_།  གང་ཞིག་གིས  ཁྱོད  མཐོང  ཙམ་གྱིས 
དྲིན  སོ གས 	གཞན 	མིན་འགྱུར 	།_། 	དེ་ལ 	དྲིན 	སོ	གས 	མཚར་བ་ལགས 	།_། 	ཕན 	འདོགས 	bstod tshogs ka_.txt	གཞན  མིན་འགྱུར  །_།  དེ་ལ  དྲིན  སོ གས  མཚར་བ་ལགས  །_།  ཕན  འདོགས 
ངན  སོ ང་གི་ནི 	གང་ཞིག 	མཐོང་བ 	ཙམ་གྱིས་ནི 	།_། 	ངན 	སོ	ང་གི་ནི 	སྡུག་བསྔལ་ཡང 	།_། 	ཉེ 	བར 	bstod tshogs ka_.txt	གང་ཞིག  མཐོང་བ  ཙམ་གྱིས་ནི  །_།  ངན  སོ ང་གི་ནི  སྡུག་བསྔལ་ཡང  །_།  ཉེ  བར 
རྨུགས་ལ  སོ གས་པ 	གནས 	བསྒྲུབ 	སླད་དུ 	།_། 	རྨུགས་ལ 	སོ	གས་པ 	ཞི་བ 	-འི་ཕྱིར 	།_། 	ཕྱི 	bstod tshogs ka_.txt	གནས  བསྒྲུབ  སླད་དུ  །_།  རྨུགས་ལ  སོ གས་པ  ཞི་བ  -འི་ཕྱིར  །_།  ཕྱི 
གོས་ལ  སོ གས་པ་ཡི 	ཕྱི་རོལ་གྱི 	།_། 	བཟའ 	བཏུང 	གོས་ལ 	སོ	གས་པ་ཡི 	།_། 	ཉོན་མོངས་པ་ཡི 	དབང་གིས་ནི 	།_། 	bstod tshogs ka_.txt	ཕྱི་རོལ་གྱི  །_།  བཟའ  བཏུང  གོས་ལ  སོ གས་པ་ཡི  །_།  ཉོན་མོངས་པ་ཡི  དབང་གིས་ནི  །_། 
 སོ  །_། 						སོ 	།_། 	འགྲོ 	བ 	-འི 	དོན 	bstod tshogs ka_.txt	     སོ  །_།  འགྲོ  བ  -འི  དོན 
 སོ ལ 						སོ	ལ 	མཛད་ཅིང 	།_། 	རེས 	འགའ 	bstod tshogs ka_.txt	     སོ ལ  མཛད་ཅིང  །_།  རེས  འགའ 
 སོ  །_། 						སོ 	།_། 	ལྕི་དང 	ཆ་ལུགས་ཡང 	དགོངས་པའང 	།_། 	bstod tshogs ka_.txt	     སོ  །_།  ལྕི་དང  ཆ་ལུགས་ཡང  དགོངས་པའང  །_། 
 སོ  །_། 						སོ 	།_། 	ཕ་འམ་ཡང་ན 	གཞན་ལེགས་ལ 	།_། 	བྱམས་པ 	bstod tshogs ka_.txt	     སོ  །_།  ཕ་འམ་ཡང་ན  གཞན་ལེགས་ལ  །_།  བྱམས་པ 
 སོ ང་རྣམ 						སོ	ང་རྣམ 	བཟློག་ནས 	།_། 	སྐད་ཅིག 	ཉིད་ལ 	bstod tshogs ka_.txt	     སོ ང་རྣམ  བཟློག་ནས  །_།  སྐད་ཅིག  ཉིད་ལ 
།_།  སོ ར 	ང 	རྒྱལ 	ཁེངས་པ 	འདུད་པ་དང 	།_། 	སོ	ར 	མོ 	-འི 	ཕྲེང་བ་འང 	ཞི 	bstod tshogs ka_.txt	ང  རྒྱལ  ཁེངས་པ  འདུད་པ་དང  །_།  སོ ར  མོ  -འི  ཕྲེང་བ་འང  ཞི 
 སོ ད 						སོ	ད 	ཉམས 	ཉལ་བ 	-ར་བགྱིད 	།_། 	bstod tshogs ka_.txt	     སོ ད  ཉམས  ཉལ་བ  -ར་བགྱིད  །_། 
སྦྱིན  སོ གས 	བཞིན་དུ 	།_། 	ཐོག 	མར 	སྦྱིན 	སོ	གས 	གཏམ 	དག་གིས 	།_། 	སེམས་ལ 	bstod tshogs ka_.txt	བཞིན་དུ  །_།  ཐོག  མར  སྦྱིན  སོ གས  གཏམ  དག་གིས  །_།  སེམས་ལ 
 སོ ལ 						སོ	ལ 	མཛད་ལ 	ཕྱག་འཚལ 	།_། 	འཁོར་བ 	bstod tshogs ka_.txt	     སོ ལ  མཛད་ལ  ཕྱག་འཚལ  །_།  འཁོར་བ 
 སོ ་སོ 						སོ	་སོ 	-འི 	སྐད 	བཞིན་དུ 	།_། 	bstod tshogs ka_.txt	     སོ ་སོ  -འི  སྐད  བཞིན་དུ  །_། 
 སོ ད་ཕྱིར 						སོ	ད་ཕྱིར 	།_། 	དོན 	ལྡན 	སྐུ་ནི 	bstod tshogs ka_.txt	     སོ ད་ཕྱིར  །_།  དོན  ལྡན  སྐུ་ནི 
 སོ ད་པ་དང 						སོ	ད་པ་དང 	སྨོད་པ་སྟེ 	།_། 	བཀྲ 	ཤིས 	bstod tshogs ka_.txt	     སོ ད་པ་དང  སྨོད་པ་སྟེ  །_།  བཀྲ  ཤིས 
མིན  སོ གས 	འཚལ་ལོ 	།_། 	སྣོད་དང 	སྣོད 	མིན 	སོ	གས 	དཔྱོད་ཕྱིར 	།_། 	འཇིག 	རྟེན 	bstod tshogs ka_.txt	འཚལ་ལོ  །_།  སྣོད་དང  སྣོད  མིན  སོ གས  དཔྱོད་ཕྱིར  །_།  འཇིག  རྟེན 
 སོ ད 						སོ	ད 	ནམ 	-ས 	རྒྱ་མཚོ 	-ར 	bstod tshogs ka_.txt	     སོ ད  ནམ  -ས  རྒྱ་མཚོ  -ར 
 སོ  །།_།། 						སོ 	།།_།། 	རྒྱ 	གར་གྱི 	མཁན་པོ་ཀུ 	མ 	bstod tshogs ka_.txt	     སོ  །།_།།  རྒྱ  གར་གྱི  མཁན་པོ་ཀུ  མ 
 སོ ད་ནམས 						སོ	ད་ནམས 	བཟང་པོ 	-ས 	བསྒྱུར་ཅིང 	ཞུས་ཏེ 	bstod tshogs ka_.txt	     སོ ད་ནམས  བཟང་པོ  -ས  བསྒྱུར་ཅིང  ཞུས་ཏེ 
བྱ་བ་ལ  སོ གས་པ 	ངན་སོང 	གནས 	ན 	-འང་ཞེས 	བྱ་བ་ལ 	སོ	གས་པ 	-འི 	ཚིགས་སུ 	བཅད་པ 	ལྔ 	bstod tshogs ka_.txt	ངན་སོང  གནས  ན  -འང་ཞེས  བྱ་བ་ལ  སོ གས་པ  -འི  ཚིགས་སུ  བཅད་པ  ལྔ 
སེམས་བསྐྱེད་པ་ལ  སོ གས་པ་ནས 	དེ་ལ 	རྒྱུ 	-འི 	གནས་སྐབས་ནི 	སེམས་བསྐྱེད་པ་ལ 	སོ	གས་པ་ནས 	བྱང་ཆུབ་ཀྱི 	སྙིང་པོ་ལ 	འདུག་པ 	-འི 	bstod tshogs ka_.txt	དེ་ལ  རྒྱུ  -འི  གནས་སྐབས་ནི  སེམས་བསྐྱེད་པ་ལ  སོ གས་པ་ནས  བྱང་ཆུབ་ཀྱི  སྙིང་པོ་ལ  འདུག་པ  -འི 
བསྐོར་བ་ལ  སོ གས་པ 	-འི 	གནས་སྐབས་ནི 	ཆོས་ཀྱི 	འཁོར་ལོ 	བསྐོར་བ་ལ 	སོ	གས་པ 	བསྟན་པ་ནས 	ནུབ་པ་ལ 	ཐུག་པ 	-འི 	bstod tshogs ka_.txt	-འི  གནས་སྐབས་ནི  ཆོས་ཀྱི  འཁོར་ལོ  བསྐོར་བ་ལ  སོ གས་པ  བསྟན་པ་ནས  ནུབ་པ་ལ  ཐུག་པ  -འི 
 སོ  །_། 						སོ 	།_། 	བསམ་པ 	-འི 	གནས་སྐབས་ནི 	གཞན་གྱི 	bstod tshogs ka_.txt	     སོ  །_།  བསམ་པ  -འི  གནས་སྐབས་ནི  གཞན་གྱི 
