 དོ མས 						དོ	མས 	ཁྱོད་ལ 	ཕྱག 	འཚལ་ལོ 	།_། 	bstod tshogs ka_.txt	     དོ མས  ཁྱོད་ལ  ཕྱག  འཚལ་ལོ  །_། 
བྱས་ན་གང་གི  དོ ན་དུ 	རྣམས 	ཉིད 	བསྲུང 	མ 	བྱས་ན་གང་གི 	དོ	ན་དུ 	དོན 	འདི་བསྒྲུབས 	།_། 	གལ་ཏེ 	bstod tshogs ka_.txt	རྣམས  ཉིད  བསྲུང  མ  བྱས་ན་གང་གི  དོ ན་དུ  དོན  འདི་བསྒྲུབས  །_།  གལ་ཏེ 
གྱུར་ན་གང་གི  དོ ན་དུ 	སེམས་ཅན 	རྣམས་ལ 	བརྩེ 	མེད 	གྱུར་ན་གང་གི 	དོ	ན་དུ 	ཉེ་བ 	-ར་བསྒྲུབས 	།_། 	ཇི 	bstod tshogs ka_.txt	སེམས་ཅན  རྣམས་ལ  བརྩེ  མེད  གྱུར་ན་གང་གི  དོ ན་དུ  ཉེ་བ  -ར་བསྒྲུབས  །_།  ཇི 
 དོ ད་པ 						དོ	ད་པ 	ཁྱེད་ཀྱིས 	གནས་པ 	-ར་གྱིས 	།_། 	bstod tshogs ka_.txt	     དོ ད་པ  ཁྱེད་ཀྱིས  གནས་པ  -ར་གྱིས  །_། 
སེམས་ཅན  དོ ན་ལ 	ང་ཡིས 	ལེགས་པ 	-ར 	སྤྱད་པ 	སེམས་ཅན 	དོ	ན་ལ 	མི 	སྐྱོ 	ཐོས 	བགྱིད་ལ 	bstod tshogs ka_.txt	ང་ཡིས  ལེགས་པ  -ར  སྤྱད་པ  སེམས་ཅན  དོ ན་ལ  མི  སྐྱོ  ཐོས  བགྱིད་ལ 
མཐོང་བ  དོ ན་ཡོད་ཀྱི 	ཚུལ་བཞིན 	བལྟ་བ་དང 	།_། 	དེས་ཀྱང 	མཐོང་བ 	དོ	ན་ཡོད་ཀྱི 	།_། 	དངོས 	གྲུབ 	ངེས་པ 	bstod tshogs ka_.txt	ཚུལ་བཞིན  བལྟ་བ་དང  །_།  དེས་ཀྱང  མཐོང་བ  དོ ན་ཡོད་ཀྱི  །_།  དངོས  གྲུབ  ངེས་པ 
གཞན  དོ ན 	-ར 	ཐོབ་པ 	-ར་འགྱུར 	།_། 	གཞན 	དོ	ན 	མངོན་དགའ 	-འི 	བདག་ཉིད་ཅན 	།_། 	bstod tshogs ka_.txt	-ར  ཐོབ་པ  -ར་འགྱུར  །_།  གཞན  དོ ན  མངོན་དགའ  -འི  བདག་ཉིད་ཅན  །_། 
 དོ ད་ཆགས 						དོ	ད་ཆགས 	ཞེ་སྡང་འབྱུང 	།_། 	ཁྱོད་ནི་གང་ནས 	མ 	bstod tshogs ka_.txt	     དོ ད་ཆགས  ཞེ་སྡང་འབྱུང  །_།  ཁྱོད་ནི་གང་ནས  མ 
 དོ ན་དུ 						དོ	ན་དུ 	།_། 	ཐ 	སྙད 	མདུན་དུ 	bstod tshogs ka_.txt	     དོ ན་དུ  །_།  ཐ  སྙད  མདུན་དུ 
།_།  དོ ན 	།_། 	ཆད་པ 	སྟོང་པ 	འདྲ་བ་ལགས 	།_། 	དོ	ན 	བཞིན 	མ 	ལགས 	རབ་ཏུ་བསྟན 	bstod tshogs ka_.txt	།_།  ཆད་པ  སྟོང་པ  འདྲ་བ་ལགས  །_།  དོ ན  བཞིན  མ  ལགས  རབ་ཏུ་བསྟན 
།_།  དོ ན་གྱི 	ཚེ 	གཞན 	དངོས 	དངོས་འཛིན་པ 	།_། 	དོ	ན་གྱི 	ཐེག་པ་ཅི་ཞིག་མཆིས 	།_། 	གདོད 	མ 	bstod tshogs ka_.txt	ཚེ  གཞན  དངོས  དངོས་འཛིན་པ  །_།  དོ ན་གྱི  ཐེག་པ་ཅི་ཞིག་མཆིས  །_།  གདོད  མ 
 དོ ད 						དོ	ད 	ཡང་དག 	རིག་མ་ལགས 	།_། 	གང་ལས 	bstod tshogs ka_.txt	     དོ ད  ཡང་དག  རིག་མ་ལགས  །_།  གང་ལས 
།_།  དོ ན་དུ་གཟོད་ནས 	-འི 	གླང་པོ 	འདྲ་བ 	-ས་ན 	།_། 	དོ	ན་དུ་གཟོད་ནས 	ཞི་བ་ཉིད 	།_། 	སྐྱེས་པ 	ཉིད 	bstod tshogs ka_.txt	-འི  གླང་པོ  འདྲ་བ  -ས་ན  །_།  དོ ན་དུ་གཟོད་ནས  ཞི་བ་ཉིད  །_།  སྐྱེས་པ  ཉིད 
དེ་ཉིད  དོ ན་དང་ནི 	གཤེགས་པ 	-འང་དེ་དང་མཚུངས 	།_། 	དེ་ནི 	དེ་ཉིད 	དོ	ན་དང་ནི 	།_། 	དེ 	བཞིན 	ཉིད་དང 	bstod tshogs ka_.txt	གཤེགས་པ  -འང་དེ་དང་མཚུངས  །_།  དེ་ནི  དེ་ཉིད  དོ ན་དང་ནི  །_།  དེ  བཞིན  ཉིད་དང 
དེས་ན  དོ ན་དུ 	རྒྱས 	རྣམས་དང 	ཆོས་དབྱིངས་དང 	_།_། 	དེས་ན 	དོ	ན་དུ 	ཐ 	མི་དད 	།_། 	བདག 	bstod tshogs ka_.txt	རྒྱས  རྣམས་དང  ཆོས་དབྱིངས་དང  _།_།  དེས་ན  དོ ན་དུ  ཐ  མི་དད  །_།  བདག 
-འི  དོ ན་ནི 	དབང་ཞེས 	རབ་ཏུ་གསུངས 	།_། 	དམ་པ 	-འི 	དོ	ན་ནི 	བཅོས་མ་ཡིན 	།_། 	ངོ་བོ 	ཉིད་དང 	bstod tshogs ka_.txt	དབང་ཞེས  རབ་ཏུ་གསུངས  །_།  དམ་པ  -འི  དོ ན་ནི  བཅོས་མ་ཡིན  །_།  ངོ་བོ  ཉིད་དང 
 དོ གས 						དོ	གས 	ལགས 	པར 	ཁྱོད་ཀྱིས་གསུངས 	།_། 	bstod tshogs ka_.txt	     དོ གས  ལགས  པར  ཁྱོད་ཀྱིས་གསུངས  །_། 
 དོ ན་གྱིས 						དོ	ན་གྱིས 	ཟིན 	རྣམས་ཀྱིས 	།_། 	གསོ་བ་དེ་ནི 	bstod tshogs ka_.txt	     དོ ན་གྱིས  ཟིན  རྣམས་ཀྱིས  །_།  གསོ་བ་དེ་ནི 
-འི  དོ ན་ཏོ་ཞེས་ཀྱང་བསྟན 	ཀུན་གྱི 	ངོ་བོ་ཉིད 	།_། 	ངེས་པ 	-འི 	དོ	ན་ཏོ་ཞེས་ཀྱང་བསྟན 	།_། 	གང་ཡང 	སྐྱེ་དང 	འགག་ལ་སོགས 	bstod tshogs ka_.txt	ཀུན་གྱི  ངོ་བོ་ཉིད  །_།  ངེས་པ  -འི  དོ ན་ཏོ་ཞེས་ཀྱང་བསྟན  །_།  གང་ཡང  སྐྱེ་དང  འགག་ལ་སོགས 
 དོ ན 						དོ	ན 	ཀུན་རྫོབ་ཏུ 	།_། 	མགོན་པོ 	ཁྱོད་ཀྱིས 	bstod tshogs ka_.txt	     དོ ན  ཀུན་རྫོབ་ཏུ  །_།  མགོན་པོ  ཁྱོད་ཀྱིས 
།_།  དོ ན 	འཚལ་ལོ 	།_། 	གང་ཞིག་གིས་ནི 	ཆ་ཤས་དང 	།_། 	དོ	ན 	སྟོང 	མིན་ཏེ་གཉིས 	ཀ་སྤངས 	།_། 	bstod tshogs ka_.txt	འཚལ་ལོ  །_།  གང་ཞིག་གིས་ནི  ཆ་ཤས་དང  །_།  དོ ན  སྟོང  མིན་ཏེ་གཉིས  ཀ་སྤངས  །_། 
འཇམ་དཔལ་གྱི  དོ ན་དམ་པ 	རྫོགས་སོ 	།།_།།༄༅།_། 	འཕགས་པ 	རྗེ་བཙུན 	འཇམ་དཔལ་གྱི 	དོ	ན་དམ་པ 	-འི 	བསྟོད་པ 	།༄༅༅།_། 	རྒྱ 	bstod tshogs ka_.txt	རྫོགས་སོ  །།_།།༄༅།_།  འཕགས་པ  རྗེ་བཙུན  འཇམ་དཔལ་གྱི  དོ ན་དམ་པ  -འི  བསྟོད་པ  །༄༅༅།_།  རྒྱ 
འཇམ་དཔལ་གྱི  དོ ན་དམ་པ 	སྐད་དུ 	།_ 	འཕགས་པ 	རྗེ་བཙུན 	འཇམ་དཔལ་གྱི 	དོ	ན་དམ་པ 	-འི 	བསྟོད་པ་ཞེས 	བྱ་བ 	།_ 	bstod tshogs ka_.txt	སྐད་དུ  །_  འཕགས་པ  རྗེ་བཙུན  འཇམ་དཔལ་གྱི  དོ ན་དམ་པ  -འི  བསྟོད་པ་ཞེས  བྱ་བ  །_ 
ལ་ཁ  དོ ག 	གནག 	མ་ལགས 	།_། 	ཁྱོད 	ལ་ཁ 	དོ	ག 	ཡོང 	མི་མངའ 	།_། 	མདོག 	bstod tshogs ka_.txt	གནག  མ་ལགས  །_།  ཁྱོད  ལ་ཁ  དོ ག  ཡོང  མི་མངའ  །_།  མདོག 
།_།  དོ ན་དམ 	བླ 	མ 	མགོན་པོ 	འཇམ་དབྱངས་ཀྱི 	།_། 	དོ	ན་དམ 	ཡང་དག 	མཚན 	བརྗོད་པའི 	།_། 	bstod tshogs ka_.txt	བླ  མ  མགོན་པོ  འཇམ་དབྱངས་ཀྱི  །_།  དོ ན་དམ  ཡང་དག  མཚན  བརྗོད་པའི  །_། 
འཇམ་དཔལ་གྱི  དོ ན་དམ་པ 	-ར་ཤོག 	_། 	འཕགས་པ 	རྗེ་བཙུན 	འཇམ་དཔལ་གྱི 	དོ	ན་དམ་པ 	-འི 	བསྟོད་པ་ཞེས 	བྱ་བ 	སློབ་དཔོན 	bstod tshogs ka_.txt	-ར་ཤོག  _།  འཕགས་པ  རྗེ་བཙུན  འཇམ་དཔལ་གྱི  དོ ན་དམ་པ  -འི  བསྟོད་པ་ཞེས  བྱ་བ  སློབ་དཔོན 
 དོ ད 						དོ	ད 	འབོད 	གྱུར་ཀྱང 	།_། 	བདག་གི 	bstod tshogs ka_.txt	     དོ ད  འབོད  གྱུར་ཀྱང  །_།  བདག་གི 
 དོ ག 						དོ	ག 	ལྟར 	དཀའ 	-ར 	བདག་གི 	bstod tshogs ka_.txt	     དོ ག  ལྟར  དཀའ  -ར  བདག་གི 
འབད་པ  དོ ན་ཡོད་ཕྱིར 	།_། 	ཐོག 	མ 	མེད་ནས 	འབད་པ 	དོ	ན་ཡོད་ཕྱིར 	།_། 	མ 	ག་དྷྭ་ཡི 	བྱང་ཆུབ་ཤིང 	bstod tshogs ka_.txt	།_།  ཐོག  མ  མེད་ནས  འབད་པ  དོ ན་ཡོད་ཕྱིར  །_།  མ  ག་དྷྭ་ཡི  བྱང་ཆུབ་ཤིང 
 དོ  ཙམ 						དོ 	ཙམ 	བསྟོད་པ་ཡིས 	།_། 	དགེ 	བས 	bstod tshogs ka_.txt	     དོ  ཙམ  བསྟོད་པ་ཡིས  །_།  དགེ  བས 
 དོ ད་ཆགས 						དོ	ད་ཆགས 	ཞེ་སྡང་དང 	།_། 	སྲིད 	འཁོར 	bstod tshogs ka_.txt	     དོ ད་ཆགས  ཞེ་སྡང་དང  །_།  སྲིད  འཁོར 
 དོ ག་དང 						དོ	ག་དང 	ལྡན 	གྱུར་ཅིང 	།_། 	སུམ 	bstod tshogs ka_.txt	     དོ ག་དང  ལྡན  གྱུར་ཅིང  །_།  སུམ 
-འི  དོ ན 	མཛད་ཅིང 	།_། 	བདེ 	བ 	-འི 	དོ	ན 	ཕྱིར 	སྙིང་རྗེ 	-ས་འཇུག 	_། 	bstod tshogs ka_.txt	མཛད་ཅིང  །_།  བདེ  བ  -འི  དོ ན  ཕྱིར  སྙིང་རྗེ  -ས་འཇུག  _། 
 དོ ན་ལ 	ཡང 	དག 				དོ	ན་ལ 	ཞུགས 	གྱུར་པས 	།_། 	མྱ་ངན 	bstod tshogs ka_.txt	ཡང  དག     དོ ན་ལ  ཞུགས  གྱུར་པས  །_།  མྱ་ངན 
 དོ ན་པ་ཞེས 						དོ	ན་པ་ཞེས 	བྱ 	བ 	།༄༅༅།_། 	རྒྱ 	bstod tshogs ka_.txt	     དོ ན་པ་ཞེས  བྱ  བ  །༄༅༅།_།  རྒྱ 
 དོ ན་པ་ཞེས 						དོ	ན་པ་ཞེས 	བྱ་བ 	།_ 	འཇིག 	རྟེན 	bstod tshogs ka_.txt	     དོ ན་པ་ཞེས  བྱ་བ  །_  འཇིག  རྟེན 
 དོ ན་པ་ཞེས 						དོ	ན་པ་ཞེས 	བྱ་བ 	སློབ་དཔོན 	ཆེན་པོ 	ཀླུ་སྒྲུབ་ཀྱིས 	bstod tshogs ka_.txt	     དོ ན་པ་ཞེས  བྱ་བ  སློབ་དཔོན  ཆེན་པོ  ཀླུ་སྒྲུབ་ཀྱིས 
 དོ ད 						དོ	ད 	ཆགས་ལ 	སོགས 	མི་བཟད་པའི 	།_། 	bstod tshogs ka_.txt	     དོ ད  ཆགས་ལ  སོགས  མི་བཟད་པའི  །_། 
 དོ ན 						དོ	ན 	ཡོན་ཏན་ནོ 	།_། 	ཐམས་ཅད 	མཁྱེན་ལ 	bstod tshogs ka_.txt	     དོ ན  ཡོན་ཏན་ནོ  །_།  ཐམས་ཅད  མཁྱེན་ལ 
ལྕེ་ནི  དོ ན 	བསྐལ་པ 	-འི 	སྐྱོན་གྱིས་གནས 	།_། 	ལྕེ་ནི 	དོ	ན 	ཅན 	མ 	གྱུར་ཏེ 	།_། 	bstod tshogs ka_.txt	བསྐལ་པ  -འི  སྐྱོན་གྱིས་གནས  །_།  ལྕེ་ནི  དོ ན  ཅན  མ  གྱུར་ཏེ  །_། 
གླགས་ལ  དོ གས 	རྗེས 	འབྲང་ཞིང 	།_། 	ལས་ཀྱི 	གླགས་ལ 	དོ	གས 	བཅས་པ 	།_། 	བདག་གི 	ལྕེ 	bstod tshogs ka_.txt	རྗེས  འབྲང་ཞིང  །_།  ལས་ཀྱི  གླགས་ལ  དོ གས  བཅས་པ  །_།  བདག་གི  ལྕེ 
རང་གི  དོ ན་ལ 	མེད 	ཤེས 	མོད་ཀྱིས 	།_། 	རང་གི 	དོ	ན་ལ 	གུས་པ་ཡིས 	།_། 	དེ་ཡི 	ཕྱོགས 	bstod tshogs ka_.txt	མེད  ཤེས  མོད་ཀྱིས  །_།  རང་གི  དོ ན་ལ  གུས་པ་ཡིས  །_།  དེ་ཡི  ཕྱོགས 
ཕྱིར  དོ ན་གྱིས 	ཟད་ཀྱང་དེ 	སློབ་ཅིང 	།_། 	གང 	ཕྱིར 	དོ	ན་གྱིས 	ཁྱོད 	མི་སློབ 	།_། 	གང་གི 	bstod tshogs ka_.txt	ཟད་ཀྱང་དེ  སློབ་ཅིང  །_།  གང  ཕྱིར  དོ ན་གྱིས  ཁྱོད  མི་སློབ  །_།  གང་གི 
 དོ ད་པས 						དོ	ད་པས 	།_། 	ཚུལ 	ཁྲིམས 	ཀུན་དུ 	bstod tshogs ka_.txt	     དོ ད་པས  །_།  ཚུལ  ཁྲིམས  ཀུན་དུ 
 དོ ད་ཕྱིར 						དོ	ད་ཕྱིར 	།_། 	བྱས་པ 	ཉིད་ནི 	རྗེས 	bstod tshogs ka_.txt	     དོ ད་ཕྱིར  །_།  བྱས་པ  ཉིད་ནི  རྗེས 
 དོ ན 	ལྟ་བས 	།_། 	ཁྱོད་ཀྱིས 	གཞན་གྱི 		དོ	ན 	སླད་དུ 	།_། 	སྐུ 	སྲོག 	bstod tshogs ka_.txt	ལྟ་བས  །_།  ཁྱོད་ཀྱིས  གཞན་གྱི   དོ ན  སླད་དུ  །_།  སྐུ  སྲོག 
ཅན  དོ ན་དུ 	-ར 	སྤངས་པ་དང 	།_། 	སེམས 	ཅན 	དོ	ན་དུ 	ཁུར 	ཁྱེར་ཡང 	།_། 	ཐུགས་ནི 	bstod tshogs ka_.txt	-ར  སྤངས་པ་དང  །_།  སེམས  ཅན  དོ ན་དུ  ཁུར  ཁྱེར་ཡང  །_།  ཐུགས་ནི 
 དོ  །_། 						དོ 	།_། 	གཞན་དང 	ཐུན་མོང 	མ 	ལགས་པའི 	bstod tshogs ka_.txt	     དོ  །_།  གཞན་དང  ཐུན་མོང  མ  ལགས་པའི 
 དོ ག 						དོ	ག 	མི 	མཛད་ཅིང 	།_། 	དམན་ལ 	bstod tshogs ka_.txt	     དོ ག  མི  མཛད་ཅིང  །_།  དམན་ལ 
 དོ ད་པ 						དོ	ད་པ 	-འི 	མཐའ 	ལ་མ 	ཆགས་པས 	bstod tshogs ka_.txt	     དོ ད་པ  -འི  མཐའ  ལ་མ  ཆགས་པས 
 དོ ད་པ 						དོ	ད་པ 	-ས 	ཕྱི་རོལ་པ 	།_། 	ཉི 	bstod tshogs ka_.txt	     དོ ད་པ  -ས  ཕྱི་རོལ་པ  །_།  ཉི 
 དོ  །_། 						དོ 	།_། 	སྦྱོར་དང 	བསམ་པ 	དག་པ་ཡིས 	།_། 	bstod tshogs ka_.txt	     དོ  །_།  སྦྱོར་དང  བསམ་པ  དག་པ་ཡིས  །_། 
 དོ ད 						དོ	ད 	ཆགས་བྲལ 	བས 	ཆགས 	བཅས་དང 	bstod tshogs ka_.txt	     དོ ད  ཆགས་བྲལ  བས  ཆགས  བཅས་དང 
 དོ ད་པའི 						དོ	ད་པའི 	།_། 	ཡིད་ལ 	རེ་བ 	སྐོང་བ་དང 	bstod tshogs ka_.txt	     དོ ད་པའི  །_།  ཡིད་ལ  རེ་བ  སྐོང་བ་དང 
རེ  དོ གས་ཀྱིས་ཀྱང 	དགའ 	སོགས 	གནས་སྐབས་ནི 	།_། 	རེ 	དོ	གས་ཀྱིས་ཀྱང 	ཤིན་ཏུ་བསྒྲིབས 	།_། 	དབང་པོ 	རྣམས་ནི 	bstod tshogs ka_.txt	དགའ  སོགས  གནས་སྐབས་ནི  །_།  རེ  དོ གས་ཀྱིས་ཀྱང  ཤིན་ཏུ་བསྒྲིབས  །_།  དབང་པོ  རྣམས་ནི 
 དོ ད་པ་ཡིས 						དོ	ད་པ་ཡིས 	།_། 	འབད་པ་ཡིས་ནི 	སྦས་ན་ཡང 	།_། 	bstod tshogs ka_.txt	     དོ ད་པ་ཡིས  །_།  འབད་པ་ཡིས་ནི  སྦས་ན་ཡང  །_། 
གཞན  དོ ན་གྱིས་ནི 	ཤིན་ཏུ 	མ 	ལུས་པས 	།_། 	གཞན 	དོ	ན་གྱིས་ནི 	དྲངས་པ 	-ས་ན 	།_། 	རང 	bstod tshogs ka_.txt	ཤིན་ཏུ  མ  ལུས་པས  །_།  གཞན  དོ ན་གྱིས་ནི  དྲངས་པ  -ས་ན  །_།  རང 
ཡོད་ཀྱང  དོ ན་མེད་པའོ 	མིག་ནི 	མེད་པ་སྟེ 	།_། 	ཡང་ན 	ཡོད་ཀྱང 	དོ	ན་མེད་པའོ 	།_། 	ཉེ 	བར 	ཞི་ལ་ཡིད་དུ་འོང 	bstod tshogs ka_.txt	མིག་ནི  མེད་པ་སྟེ  །_།  ཡང་ན  ཡོད་ཀྱང  དོ ན་མེད་པའོ  །_།  ཉེ  བར  ཞི་ལ་ཡིད་དུ་འོང 
-འི  དོ ན 	ངོ་མཚར་ཏེ 	།_། 	རྗེས་སུ 	མཐུན་པ 	-འི 	དོ	ན 	མཛད་ཅིང 	།_། 	ཕྲིན་ལས 	གསལ་བ 	bstod tshogs ka_.txt	ངོ་མཚར་ཏེ  །_།  རྗེས་སུ  མཐུན་པ  -འི  དོ ན  མཛད་ཅིང  །_།  ཕྲིན་ལས  གསལ་བ 
-འི  དོ ན་གྱི 	གྲོང་གི་མཐར 	།_། 	གདུལ 	བ 	-འི 	དོ	ན་གྱི 	སླད་དུ་དྲངས 	།_། 	གཞན་ལ 	ཆགས་ཤིང 	bstod tshogs ka_.txt	གྲོང་གི་མཐར  །_།  གདུལ  བ  -འི  དོ ན་གྱི  སླད་དུ་དྲངས  །_།  གཞན་ལ  ཆགས་ཤིང 
།_།  དོ ན 	ཁྱོད་ཀྱི 	ཞབས་ཀྱིས 	འདོར་བ 	-ར་མཛད 	།_། 	དོ	ན 	དམ་པ་ནི 	མ 	བརྙེས་པས 	།_། 	bstod tshogs ka_.txt	ཁྱོད་ཀྱི  ཞབས་ཀྱིས  འདོར་བ  -ར་མཛད  །_།  དོ ན  དམ་པ་ནི  མ  བརྙེས་པས  །_། 
སེམས་ཅན  དོ ན 	ཐུགས་རྗེ 	བསྟན་པ་ལགས 	།_། 	གལ་ཏེ 	སེམས་ཅན 	དོ	ན 	མཛད་འདི 	།_། 	སེམས 	ཅན 	bstod tshogs ka_.txt	ཐུགས་རྗེ  བསྟན་པ་ལགས  །_།  གལ་ཏེ  སེམས་ཅན  དོ ན  མཛད་འདི  །_།  སེམས  ཅན 
གཞན་གྱི  དོ ན་དུ 	མི་བཟད 	ལྟར 	བརྩེ་མེད 	།_། 	གཞན་གྱི 	དོ	ན་དུ 	རབ 	བཟང་གི 	_། 	ཉིད་ཀྱི 	bstod tshogs ka_.txt	མི་བཟད  ལྟར  བརྩེ་མེད  །_།  གཞན་གྱི  དོ ན་དུ  རབ  བཟང་གི  _།  ཉིད་ཀྱི 
 དོ ན་ལ 						དོ	ན་ལ 	བརྩེ 	མེད་པས 	།_། 	མགོན་པོ 	bstod tshogs ka_.txt	     དོ ན་ལ  བརྩེ  མེད་པས  །_།  མགོན་པོ 
ཉིད  དོ ན་ལས 	དེ 	-ས་ནི་མཛད 	།_། 	ཁྱོད་ཀྱིས 	ཉིད 	དོ	ན་ལས 	ལྷག་པར 	།_། 	གཞན 	དོན 	bstod tshogs ka_.txt	དེ  -ས་ནི་མཛད  །_།  ཁྱོད་ཀྱིས  ཉིད  དོ ན་ལས  ལྷག་པར  །_།  གཞན  དོན 
གཞན  དོ ན་གྲུབ 	རེས་འགའ 	བསྟན་པ 	-ས་གང 	།_། 	གཞན 	དོ	ན་གྲུབ 	པར 	མཛད 	སླད་དུ 	།_། 	bstod tshogs ka_.txt	རེས་འགའ  བསྟན་པ  -ས་གང  །_།  གཞན  དོ ན་གྲུབ  པར  མཛད  སླད་དུ  །_། 
 དོ  །_། 						དོ 	།_། 	དེ 	ལྟར 	ཁྱོད་ལ 	གནོད 	bstod tshogs ka_.txt	     དོ  །_།  དེ  ལྟར  ཁྱོད་ལ  གནོད 
བཟང་བ་དང  དོ ན་ཆེ་དང 	བྱ་བ་སྟེ 	ལེའུ་དྲུག་པའོ 	།།_།། 	ཚིག 	བཟང་བ་དང 	དོ	ན་ཆེ་དང 	།_། 	བདེན་པ་དང་ནི 	སྙན་པ་དང 	།_། 	bstod tshogs ka_.txt	བྱ་བ་སྟེ  ལེའུ་དྲུག་པའོ  །།_།།  ཚིག  བཟང་བ་དང  དོ ན་ཆེ་དང  །_།  བདེན་པ་དང་ནི  སྙན་པ་དང  །_། 
 དོ ན་ལྡན་དང 	རབ 	གསལ་གཉིས 	ཀ 	-འི 		དོ	ན་ལྡན་དང 	།_། 	བསྡུས་དང 	སྤྲོས་པ་དང 	ལྡན་པ 	bstod tshogs ka_.txt	རབ  གསལ་གཉིས  ཀ  -འི   དོ ན་ལྡན་དང  །_།  བསྡུས་དང  སྤྲོས་པ་དང  ལྡན་པ 
ཚོགས  དོ ན་ནི 	བདེ་བླག 	རྟོགས་པ་དང 	།_། 	སྣ 	ཚོགས 	དོ	ན་ནི 	མ 	འཁྲུགས་དང 	།_། 	སྙིང་པོ 	bstod tshogs ka_.txt	བདེ་བླག  རྟོགས་པ་དང  །_།  སྣ  ཚོགས  དོ ན་ནི  མ  འཁྲུགས་དང  །_།  སྙིང་པོ 
གསུང་ནི  དོ ན་གྲུབ་པས 	འགའ་ཙམ 	སྙན་པ་ལགས 	།_། 	ཁྱོད་ཀྱི 	གསུང་ནི 	དོ	ན་གྲུབ་པས 	།_། 	ཐམས་ཅད 	ལེགས་གསུང 	ཁོ་ན་ལགས 	bstod tshogs ka_.txt	འགའ་ཙམ  སྙན་པ་ལགས  །_།  ཁྱོད་ཀྱི  གསུང་ནི  དོ ན་གྲུབ་པས  །_།  ཐམས་ཅད  ལེགས་གསུང  ཁོ་ན་ལགས 
 དོ ད་ཆགས་ཀྱི 						དོ	ད་ཆགས་ཀྱི 	།_། 	རྡུལ 	རབ 	ཞི 	bstod tshogs ka_.txt	     དོ ད་ཆགས་ཀྱི  །_།  རྡུལ  རབ  ཞི 
 དོ ན་པ 						དོ	ན་པ 	-འི་ཕྱིར 	།_། 	ནམ 	མཁའ་ལྡིང་དང 	bstod tshogs ka_.txt	     དོ ན་པ  -འི་ཕྱིར  །_།  ནམ  མཁའ་ལྡིང་དང 
།_།  དོ ན 	གསུང 	སུ 	-ས 	རྟོགས་འགྱུར 	།_། 	དོ	ན 	གཟིགས་པ 	-ས་ན 	མི 	སླུ་བ 	bstod tshogs ka_.txt	གསུང  སུ  -ས  རྟོགས་འགྱུར  །_།  དོ ན  གཟིགས་པ  -ས་ན  མི  སླུ་བ 
གདུག་པ་ལ་ཡང་བདེན  དོ ན་ཕྱིར 	གདུལ 	བྱ་དང་ནི 	རྗེས་སུ་མཐུན 	།_། 	གདུག་པ་ལ་ཡང་བདེན 	དོ	ན་ཕྱིར 	།_། 	རེ་ཞིག 	དང་པོ 	-ར 	bstod tshogs ka_.txt	གདུལ  བྱ་དང་ནི  རྗེས་སུ་མཐུན  །_།  གདུག་པ་ལ་ཡང་བདེན  དོ ན་ཕྱིར  །_།  རེ་ཞིག  དང་པོ  -ར 
 དོ ན་དམ་པ 						དོ	ན་དམ་པ 	།_། 	ཤིན་ཏུ 	མ 	འདས་པ་ཡིས་ཀྱང 	bstod tshogs ka_.txt	     དོ ན་དམ་པ  །_།  ཤིན་ཏུ  མ  འདས་པ་ཡིས་ཀྱང 
གསུང  དོ ན 	།_། 	དེ 	སླད 	ཁྱོད 	གསུང 	དོ	ན 	མཆིས་ཏེ 	།_། 	བརྩོན 	འགྲུས 	bstod tshogs ka_.txt	།_།  དེ  སླད  ཁྱོད  གསུང  དོ ན  མཆིས་ཏེ  །_།  བརྩོན  འགྲུས 
 དོ ད་ཆུང་བའི 						དོ	ད་ཆུང་བའི 	།_། 	རབ་ཏུ 	གསལ་བ 	-ར 	bstod tshogs ka_.txt	     དོ ད་ཆུང་བའི  །_།  རབ་ཏུ  གསལ་བ  -ར 
ཐར  དོ ན་མིན 	གཞན་ལ་མེད 	།_། 	གཞན 	རྣམས་ཀྱང་ནི 	ཐར 	དོ	ན་མིན 	།_། 	དཀའ 	བས 	ཐོབ་ཅིང 	bstod tshogs ka_.txt	གཞན་ལ་མེད  །_།  གཞན  རྣམས་ཀྱང་ནི  ཐར  དོ ན་མིན  །_།  དཀའ  བས  ཐོབ་ཅིང 
གཞན  དོ ན་ལ 	སེམས་ནི 	ཉེར 	བླངས་ནས 	།_། 	གཞན 	དོ	ན་ལ 	ཆགས 	ཐུགས 	མངའ་བས 	།_། 	bstod tshogs ka_.txt	སེམས་ནི  ཉེར  བླངས་ནས  །_།  གཞན  དོ ན་ལ  ཆགས  ཐུགས  མངའ་བས  །_། 
འགྲོ་བ་ཡི་ནི  དོ ན 	དམྱལ 	བར་ཡང་ནི 	དེ་བཞིན་བཞུགས 	།_། 	འགྲོ་བ་ཡི་ནི 	དོ	ན 	སླད་དུ 	།_། 	སྡུག 	བསྔལ་མང 	bstod tshogs ka_.txt	དམྱལ  བར་ཡང་ནི  དེ་བཞིན་བཞུགས  །_།  འགྲོ་བ་ཡི་ནི  དོ ན  སླད་དུ  །_།  སྡུག  བསྔལ་མང 
