 བྱ ་ཁྱབ 						བྱ	་ཁྱབ 	།_། 	སེམས 	གྲོལ 	ཁྱོད་ལ 	bstod tshogs ka_.txt	     བྱ ་ཁྱབ  །_།  སེམས  གྲོལ  ཁྱོད་ལ 
སེལ་ཞེས  བྱ ་བ་སྟེ 	པར་ཅི་ཞིག་ཅེ་ན 	།_ 	སྲིད་པ་གསུམ་གྱི 	འཇིགས 	སེལ་ཞེས 	བྱ	་བ་སྟེ 	།_ 	འདོད་པ་དང 	གཟུགས་དང 	གཟུགས 	bstod tshogs ka_.txt	པར་ཅི་ཞིག་ཅེ་ན  །_  སྲིད་པ་གསུམ་གྱི  འཇིགས  སེལ་ཞེས  བྱ ་བ་སྟེ  །_  འདོད་པ་དང  གཟུགས་དང  གཟུགས 
ཁྱད་པར་དུ  བྱ ་བ 	འཇིགས་པ 	སེལ་བའོ 	།_། 	གཞན་ཡང 	ཁྱད་པར་དུ 	བྱ	་བ 	-འི 	ཕྱིར 	ཕྱོགས 	བཅུར 	bstod tshogs ka_.txt	འཇིགས་པ  སེལ་བའོ  །_།  གཞན་ཡང  ཁྱད་པར་དུ  བྱ ་བ  -འི  ཕྱིར  ཕྱོགས  བཅུར 
དོན་ཆེན་ཞེས  བྱ ་སྟེ 	མཛད 	ཐུབ་པ 	རྣམས་ཀྱི 	སྤྲུལ་སྐུ 	དོན་ཆེན་ཞེས 	བྱ	་སྟེ 	།_ 	ཕྱོགས 	བཅུར 	ཆུབ་པ 	bstod tshogs ka_.txt	མཛད  ཐུབ་པ  རྣམས་ཀྱི  སྤྲུལ་སྐུ  དོན་ཆེན་ཞེས  བྱ ་སྟེ  །_  ཕྱོགས  བཅུར  ཆུབ་པ 
བཞུགས་པ  བྱ ང་ཆུབ 	གནས་ཀྱི 	མཆོག་དགའ 	ལྡན་གྱི 	གཞལ་ཡས་ཁང་ན 	བཞུགས་པ 	བྱ	ང་ཆུབ 	སེམས་དཔའ 	དམ་པ 	ཏོག 	དཀར་པོ 	bstod tshogs ka_.txt	གནས་ཀྱི  མཆོག་དགའ  ལྡན་གྱི  གཞལ་ཡས་ཁང་ན  བཞུགས་པ  བྱ ང་ཆུབ  སེམས་དཔའ  དམ་པ  ཏོག  དཀར་པོ 
 བྱ མས་པ་དང 	-ས 	ཐུགས་ཀྱི 	རང་བཞིན་གྱིས 			བྱ	མས་པ་དང 	།_ 	སྙིང 	རྗེ་དང 	།_ 	bstod tshogs ka_.txt	-ས  ཐུགས་ཀྱི  རང་བཞིན་གྱིས    བྱ མས་པ་དང  །_  སྙིང  རྗེ་དང  །_ 
 བྱ ོར 						བྱ	ོར 	ཆེན་པོ 	-འི 	གནས་འོག 	མིན་དུ 	bstod tshogs ka_.txt	     བྱ ོར  ཆེན་པོ  -འི  གནས་འོག  མིན་དུ 
 བྱ ང་ཆུབ་པ 	མངོན་པ 	-ར 				བྱ	ང་ཆུབ་པ 	རྣམ་པ 	ལྔ 	-འི 	རིམ་པ 	bstod tshogs ka_.txt	མངོན་པ  -ར     བྱ ང་ཆུབ་པ  རྣམ་པ  ལྔ  -འི  རིམ་པ 
-ར  བྱ ུང་བ་དང 	བསྟན་པ་དང 	།_ 	མཚན་མོ 	མངོན་པ 	-ར 	བྱ	ུང་བ་དང 	།_ 	དཀའ་བ 	མཛད་པ་དང 	།_ 	bstod tshogs ka_.txt	བསྟན་པ་དང  །_  མཚན་མོ  མངོན་པ  -ར  བྱ ུང་བ་དང  །_  དཀའ་བ  མཛད་པ་དང  །_ 
 བྱ ང 						བྱ	ང 	ཆུབ་ཀྱི 	སྙིང་པོ 	-ར 	གཤེགས་པ་དང 	bstod tshogs ka_.txt	     བྱ ང  ཆུབ་ཀྱི  སྙིང་པོ  -ར  གཤེགས་པ་དང 
 བྱ ང 						བྱ	ང 	ཆུབ་པ་དང 	།_ 	ཆོས་ཀྱི 	འཁོར་ལོ 	bstod tshogs ka_.txt	     བྱ ང  ཆུབ་པ་དང  །_  ཆོས་ཀྱི  འཁོར་ལོ 
འཚལ་ལོ་ཞེས  བྱ ་བ 	བདག 	ལུས་དང 	ངག་དང་ཡིད་ཀྱིས 	ཕྱག 	འཚལ་ལོ་ཞེས 	བྱ	་བ 	-འི 	དོན་ཏོ 	།_། 	དེ 	bstod tshogs ka_.txt	བདག  ལུས་དང  ངག་དང་ཡིད་ཀྱིས  ཕྱག  འཚལ་ལོ་ཞེས  བྱ ་བ  -འི  དོན་ཏོ  །_།  དེ 
ཞེས  བྱ ་བ 	འདི 	-ར 	སངས་རྒྱས 	།_། 	ཞེས 	བྱ	་བ 	གསུངས་པ 	-ས་སོ 	།_། 	དེ 	bstod tshogs ka_.txt	འདི  -ར  སངས་རྒྱས  །_།  ཞེས  བྱ ་བ  གསུངས་པ  -ས་སོ  །_།  དེ 
སྨོན་ལམ  བྱ ེད་པ 	སྐུ་གསུམ 	བསྟན་ནས 	།_ 	གཞན་ཡང 	སྨོན་ལམ 	བྱ	ེད་པ 	-ར 	འདོད་པ 	-འི 	ཕྱིར 	bstod tshogs ka_.txt	སྐུ་གསུམ  བསྟན་ནས  །_  གཞན་ཡང  སྨོན་ལམ  བྱ ེད་པ  -ར  འདོད་པ  -འི  ཕྱིར 
མཛད་ཅིང་ཞེས  བྱ ་བ་ལ 	སེམས་ཅན 	དོན 	གཅིག 	རྒྱུན་དུ 	མཛད་ཅིང་ཞེས 	བྱ	་བ་ལ 	སོགས་པ 	སྨོས་ཏེ 	།_ 	སེམས 	bstod tshogs ka_.txt	སེམས་ཅན  དོན  གཅིག  རྒྱུན་དུ  མཛད་ཅིང་ཞེས  བྱ ་བ་ལ  སོགས་པ  སྨོས་ཏེ  །_  སེམས 
 བྱ ་བ 						བྱ	་བ 	-འི 	དོན 	ཡིན་པ 	-ས་ན 	bstod tshogs ka_.txt	     བྱ ་བ  -འི  དོན  ཡིན་པ  -ས་ན 
ཕྱག  བྱ ས་པ 	-འི 	སེམས་ཅན་གྱི 	དོན 	མཛད་པ་དེ་ལ 	ཕྱག 	བྱ	ས་པ 	-ས་ཞེས 	བྱ་བ 	-ར 	སྦྱར་རོ 	bstod tshogs ka_.txt	-འི  སེམས་ཅན་གྱི  དོན  མཛད་པ་དེ་ལ  ཕྱག  བྱ ས་པ  -ས་ཞེས  བྱ་བ  -ར  སྦྱར་རོ 
དཔག་མེད་ལས  བྱ ུང་བའི 	ནམ 	-ས 	ཡེ་ཤེས 	ཆེན་པོ 	དཔག་མེད་ལས 	བྱ	ུང་བའི 	།_། 	ཞེས 	བྱ་བ 	སྨོས་ཏེ 	bstod tshogs ka_.txt	ནམ  -ས  ཡེ་ཤེས  ཆེན་པོ  དཔག་མེད་ལས  བྱ ུང་བའི  །_།  ཞེས  བྱ་བ  སྨོས་ཏེ 
མེད་པ་ལས  བྱ ུང་བ་ནི 	-ས་དང 	ཡེ་ཤེས 	ཆེན་པོ 	དཔག་ཏུ 	མེད་པ་ལས 	བྱ	ུང་བ་ནི 	དེ་ལས 	སྐྱེས་པའོ 	།_། 	དེ 	bstod tshogs ka_.txt	-ས་དང  ཡེ་ཤེས  ཆེན་པོ  དཔག་ཏུ  མེད་པ་ལས  བྱ ུང་བ་ནི  དེ་ལས  སྐྱེས་པའོ  །_།  དེ 
སྐུ་ཞེས  བྱ ་བ 	སྐུ་དང 	།_ 	སྤྲུལ་པ 	-འི 	སྐུ་ཞེས 	བྱ	་བ 	-འི 	སྐུ་གསུམ་པའོ 	།_། 	དེ 	bstod tshogs ka_.txt	སྐུ་དང  །_  སྤྲུལ་པ  -འི  སྐུ་ཞེས  བྱ ་བ  -འི  སྐུ་གསུམ་པའོ  །_།  དེ 
འདས་པ་ཞེས  བྱ ་བ་སྟེ 	།_ 	ཡིད་དང 	ཚིག་གི་ལམ་ལས 	རབ་ཏུ 	འདས་པ་ཞེས 	བྱ	་བ་སྟེ 	།_ 	དམིགས་སུ 	ཡོད་པ 	-འི་ཡིད་ཀྱི 	bstod tshogs ka_.txt	།_  ཡིད་དང  ཚིག་གི་ལམ་ལས  རབ་ཏུ  འདས་པ་ཞེས  བྱ ་བ་སྟེ  །_  དམིགས་སུ  ཡོད་པ  -འི་ཡིད་ཀྱི 
ཕྱག  བྱ ས་པ་ལས་སོ 	-འི 	དད་པ 	-ས 	འདུད་ཅིང 	ཕྱག 	བྱ	ས་པ་ལས་སོ 	།_། 	བདག་གིས 	དགེ་བ 	བྱང་ཆུབ 	bstod tshogs ka_.txt	-འི  དད་པ  -ས  འདུད་ཅིང  ཕྱག  བྱ ས་པ་ལས་སོ  །_།  བདག་གིས  དགེ་བ  བྱང་ཆུབ 
ས་བོན་ནི  བྱ ང་ཆུབ་ཀྱི 	ས་བོན་ཞེས 	བྱ་བ་ནི 	བྱང་ཆུབ་པ 	-འི 	ས་བོན་ནི 	བྱ	ང་ཆུབ་ཀྱི 	སེམས་ཞེས 	བྱ་བ 	-འི 	དོན་ཏོ 	bstod tshogs ka_.txt	ས་བོན་ཞེས  བྱ་བ་ནི  བྱང་ཆུབ་པ  -འི  ས་བོན་ནི  བྱ ང་ཆུབ་ཀྱི  སེམས་ཞེས  བྱ་བ  -འི  དོན་ཏོ 
དག  བྱ ང་ཆུབ་ཀྱི་ལམ་ལ 	མ 	ལུས་ཤིང 	ལྷག་མ 	མེད་པ 	དག 	བྱ	ང་ཆུབ་ཀྱི་ལམ་ལ 	འཛུད་པ་སྟེ 	།_ 	བྱང 	ཆུབ་པ 	bstod tshogs ka_.txt	མ  ལུས་ཤིང  ལྷག་མ  མེད་པ  དག  བྱ ང་ཆུབ་ཀྱི་ལམ་ལ  འཛུད་པ་སྟེ  །_  བྱང  ཆུབ་པ 
-འི་ལམ་ནི  བྱ ང་ཆུབ་ལམ་སྟེ 					-འི་ལམ་ནི 	བྱ	ང་ཆུབ་ལམ་སྟེ 	།_ 	འཕགས་པ 	-འི་ལམ 	ཡན་ལག 	bstod tshogs ka_.txt	    -འི་ལམ་ནི  བྱ ང་ཆུབ་ལམ་སྟེ  །_  འཕགས་པ  -འི་ལམ  ཡན་ལག 
 བྱ ་བ 						བྱ	་བ 	-འི 	དོན་ཏོ 	།_། 	བསྟོད་པ 	bstod tshogs ka_.txt	     བྱ ་བ  -འི  དོན་ཏོ  །_།  བསྟོད་པ 
 བྱ ུང 						བྱ	ུང 	སྤྱོད་ཡུལ 	བ 	།_། 	ཤིན་ཏུ 	bstod tshogs ka_.txt	     བྱ ུང  སྤྱོད་ཡུལ  བ  །_།  ཤིན་ཏུ 
བསྟོད་པ་ཞེས  བྱ ་བ 	ཀླུ་སྒྲུབ་ཀྱིས 	མཛད་པ 	-འི 	སྐུ་གསུམ་ལ 	བསྟོད་པ་ཞེས 	བྱ	་བ 	-འི 	འགྲེལ་པ 	རྫོགས་སོ 	།།_།། 	bstod tshogs ka_.txt	ཀླུ་སྒྲུབ་ཀྱིས  མཛད་པ  -འི  སྐུ་གསུམ་ལ  བསྟོད་པ་ཞེས  བྱ ་བ  -འི  འགྲེལ་པ  རྫོགས་སོ  །།_།། 
-ར  བྱ ་བ 	།།_༄༅།_། 	སེམས 	ཅན 	མགུ་བ 	-ར 	བྱ	་བ 	-འི 	བསྟོད་པ 	།_༄༅༅།_། 	རྒྱ 	bstod tshogs ka_.txt	།།_༄༅།_།  སེམས  ཅན  མགུ་བ  -ར  བྱ ་བ  -འི  བསྟོད་པ  །_༄༅༅།_།  རྒྱ 
-ར  བྱ ་བ 	།_ 	སེམས 	ཅན 	མགུ་བ 	-ར 	བྱ	་བ 	-འི 	བསྟོད་པ 	།_ 	འཇམ 	bstod tshogs ka_.txt	།_  སེམས  ཅན  མགུ་བ  -ར  བྱ ་བ  -འི  བསྟོད་པ  །_  འཇམ 
 བྱ ངས་ལ 						བྱ	ངས་ལ 	ཕྱག 	འཚལ 	ལོ 	།_། 	bstod tshogs ka_.txt	     བྱ ངས་ལ  ཕྱག  འཚལ  ལོ  །_། 
མཉེས  བྱ ས 	གྱུར་པ 	།_། 	དེས་ནི 	ང་ཡང 	མཉེས 	བྱ	ས 	དེ 	-ས་ནི 	བསྟན་པ 	-འི 	bstod tshogs ka_.txt	གྱུར་པ  །_།  དེས་ནི  ང་ཡང  མཉེས  བྱ ས  དེ  -ས་ནི  བསྟན་པ  -འི 
-ར  བྱ ེད་པ 	འབྱུང་འགྱུར་ཏེ 	།_། 	གང་གིས་ཡིད་ནི 	མགུ་བ 	-ར 	བྱ	ེད་པ 	མཆོད་པ 	ཡིན་པ 	-ས་སོ 	།_། 	bstod tshogs ka_.txt	འབྱུང་འགྱུར་ཏེ  །_།  གང་གིས་ཡིད་ནི  མགུ་བ  -ར  བྱ ེད་པ  མཆོད་པ  ཡིན་པ  -ས་སོ  །_། 
 བྱ ོར་དང 						བྱ	ོར་དང 	རྒྱལ་སྲིད 	ཆེན་པོ་དང 	།_། 	ཤ 	bstod tshogs ka_.txt	     བྱ ོར་དང  རྒྱལ་སྲིད  ཆེན་པོ་དང  །_།  ཤ 
དབང་དུ  བྱ ས་ནས 	།_། 	གང་ལ 	བརྩེ་བ 	-འི 	དབང་དུ 	བྱ	ས་ནས 	ང་ཡིས 	ཡོངས 	བཏང་བ 	།_། 	bstod tshogs ka_.txt	།_།  གང་ལ  བརྩེ་བ  -འི  དབང་དུ  བྱ ས་ནས  ང་ཡིས  ཡོངས  བཏང་བ  །_། 
གནོད  བྱ ས་འགྱུར 	དེས་ན་དེ་ལ 	གནོད་པ 	བྱས་ན 	ང་ལ 	གནོད 	བྱ	ས་འགྱུར 	།_། 	དེས་ན 	སེམས་ཅན 	ཕན་པ 	bstod tshogs ka_.txt	དེས་ན་དེ་ལ  གནོད་པ  བྱས་ན  ང་ལ  གནོད  བྱ ས་འགྱུར  །_།  དེས་ན  སེམས་ཅན  ཕན་པ 
 བྱ ས་ན 						བྱ	ས་ན 	ང་ལ 	མཆོད་པ 	-འི་མཆོག 	_། 	bstod tshogs ka_.txt	     བྱ ས་ན  ང་ལ  མཆོད་པ  -འི་མཆོག  _། 
 བྱ ས་པ 	སེམས 	ཅན 	གནོད་པ 			བྱ	ས་པ 	ང་ལ 	ཤིན་ཏུ 	གནོད་པ 	-འི་མཆོག 	bstod tshogs ka_.txt	སེམས  ཅན  གནོད་པ    བྱ ས་པ  ང་ལ  ཤིན་ཏུ  གནོད་པ  -འི་མཆོག 
-ར  བྱ ེད་དེ 	སེམས 	ཅན 	རྣམས་ལ 	འཚེ་བ 	-ར 	བྱ	ེད་དེ 	ང་ཡི 	སློབ་མ 	ཇི་ལྟར་ཡིན 	།_། 	bstod tshogs ka_.txt	སེམས  ཅན  རྣམས་ལ  འཚེ་བ  -ར  བྱ ེད་དེ  ང་ཡི  སློབ་མ  ཇི་ལྟར་ཡིན  །_། 
 བྱ ས 						བྱ	ས 	།_། 	སེམས 	ཅན 	མང་པོ 	bstod tshogs ka_.txt	     བྱ ས  །_།  སེམས  ཅན  མང་པོ 
སྙིང་རྗེ  བྱ མས་ལས 	།_། 	དངོས་པོ་གང་ལ 	འདི 	-ར་ནི 	སྙིང་རྗེ 	བྱ	མས་ལས 	དམིགས་པ 	ངེས་པ 	-ར་འགྲུབ 	།_། 	bstod tshogs ka_.txt	།_།  དངོས་པོ་གང་ལ  འདི  -ར་ནི  སྙིང་རྗེ  བྱ མས་ལས  དམིགས་པ  ངེས་པ  -ར་འགྲུབ  །_། 
 བྱ ས 						བྱ	ས 	།_། 	སེམས 	ཅན 	རྣམས 	bstod tshogs ka_.txt	     བྱ ས  །_།  སེམས  ཅན  རྣམས 
མ  བྱ ས་ན་གང་གི 	སེམས་ཅན 	རྣམས 	ཉིད 	བསྲུང 	མ 	བྱ	ས་ན་གང་གི 	དོན་དུ 	དོན 	འདི་བསྒྲུབས 	།_། 	bstod tshogs ka_.txt	སེམས་ཅན  རྣམས  ཉིད  བསྲུང  མ  བྱ ས་ན་གང་གི  དོན་དུ  དོན  འདི་བསྒྲུབས  །_། 
།_།  བྱ ང 	སྙིང་པོ 	དག་ནི 	བླང་བ 	-ར་གྱིས 	།_། 	བྱ	ང 	ཆུབ 	སེམས་དཔའ 	-འི 	སྡེ་སྣོད་བ 	bstod tshogs ka_.txt	སྙིང་པོ  དག་ནི  བླང་བ  -ར་གྱིས  །_།  བྱ ང  ཆུབ  སེམས་དཔའ  -འི  སྡེ་སྣོད་བ 
 བྱ ་བ 	ཚྭ 	-འི 	ཆུ 	ཀླུང་ཞེས 		བྱ	་བ 	-འི 	ལུང་ལས 	བཅོམ་ལྡན 	འདས་ཀྱིས 	bstod tshogs ka_.txt	ཚྭ  -འི  ཆུ  ཀླུང་ཞེས   བྱ ་བ  -འི  ལུང་ལས  བཅོམ་ལྡན  འདས་ཀྱིས 
-ར  བྱ ་བ 	། 	སེམས 	ཅན 	མགུ་བ 	-ར 	བྱ	་བ 	-འི 	བསྟོད་པ 	སློབ་དཔོན 	ཀླུ་སྒྲུབ་ཀྱིས 	bstod tshogs ka_.txt	།  སེམས  ཅན  མགུ་བ  -ར  བྱ ་བ  -འི  བསྟོད་པ  སློབ་དཔོན  ཀླུ་སྒྲུབ་ཀྱིས 
གུས་ལ  བྱ མས་མ 	།_། 	ཟླ་བ་དང་ནི 	ཟླ་འོད་བཞིན 	།_། 	གུས་ལ 	བྱ	མས་མ 	སངས་རྒྱས་ཀྱི 	།_། 	ཆོས་ཀྱི 	སྔོན་འགྲོ 	bstod tshogs ka_.txt	།_།  ཟླ་བ་དང་ནི  ཟླ་འོད་བཞིན  །_།  གུས་ལ  བྱ མས་མ  སངས་རྒྱས་ཀྱི  །_།  ཆོས་ཀྱི  སྔོན་འགྲོ 
ཁྱོད་ནི  བྱ མས་མ 	བསྐྱེད་པ 	-ར 	མཛད་པ་སྟེ 	།_། 	ཁྱོད་ནི 	བྱ	མས་མ 	-འི 	ཡུམ 	ལགས་སོ 	།_། 	bstod tshogs ka_.txt	བསྐྱེད་པ  -ར  མཛད་པ་སྟེ  །_།  ཁྱོད་ནི  བྱ མས་མ  -འི  ཡུམ  ལགས་སོ  །_། 
གདུལ  བྱ  -འི 	-ར 	རྣམས་ཀྱིས 	ཟླ་རིས་བཞིན 	།_། 	གདུལ 	བྱ 	-འི 	འགྲོ་བ་ལ 	བརྟེན་ནས 	།_། 	དེ་དང 	bstod tshogs ka_.txt	-ར  རྣམས་ཀྱིས  ཟླ་རིས་བཞིན  །_།  གདུལ  བྱ  -འི  འགྲོ་བ་ལ  བརྟེན་ནས  །_།  དེ་དང 
ཉིད  བྱ ིས་པ 	འཇིག་པ 	-ར་འགྱུར 	།_། 	ཁྱོད 	ཉིད 	བྱ	ིས་པ 	རྣམས་ལ་ནི 	།_། 	སྐྲག 	བྱེད 	bstod tshogs ka_.txt	འཇིག་པ  -ར་འགྱུར  །_།  ཁྱོད  ཉིད  བྱ ིས་པ  རྣམས་ལ་ནི  །_།  སྐྲག  བྱེད 
 བྱ ིན་པ 						བྱ	ིན་པ 	།_། 	སྐྱེད་པ 	-ས 	མཐོང་ན 	bstod tshogs ka_.txt	     བྱ ིན་པ  །_།  སྐྱེད་པ  -ས  མཐོང་ན 
མ  བྱ ོན་ཞིང 	འདོད་ཆགས 	ཞེ་སྡང་འབྱུང 	།_། 	ཁྱོད་ནི་གང་ནས 	མ 	བྱ	ོན་ཞིང 	།_། 	གང་དུ་ཡང་ནི 	མི 	གཤེགས་པས 	bstod tshogs ka_.txt	འདོད་ཆགས  ཞེ་སྡང་འབྱུང  །_།  ཁྱོད་ནི་གང་ནས  མ  བྱ ོན་ཞིང  །_།  གང་དུ་ཡང་ནི  མི  གཤེགས་པས 
 བྱ ུང 						བྱ	ུང 	ཆེན་པོ་ལགས 	།_། 	ཁྱོད 	ཉིད 	bstod tshogs ka_.txt	     བྱ ུང  ཆེན་པོ་ལགས  །_།  ཁྱོད  ཉིད 
བསྟོད  བྱ ར 	འདི 	འདྲ་བས 	།_། 	ཁྱོད་ནི 	བསྟོད 	བྱ	ར 	མི 	གདའ་ནའང 	།_། 	བསྟོད་པ 	bstod tshogs ka_.txt	འདི  འདྲ་བས  །_།  ཁྱོད་ནི  བསྟོད  བྱ ར  མི  གདའ་ནའང  །_།  བསྟོད་པ 
 བྱ ུང་རྣམས 						བྱ	ུང་རྣམས 	།_། 	ངོ་བོ 	མེད་པ 	ཉིད་དུ་གསུངས 	bstod tshogs ka_.txt	     བྱ ུང་རྣམས  །_།  ངོ་བོ  མེད་པ  ཉིད་དུ་གསུངས 
 བྱ ུང་བ 						བྱ	ུང་བ 	།_། 	མ 	སྐྱེས 	ལགས 	bstod tshogs ka_.txt	     བྱ ུང་བ  །_།  མ  སྐྱེས  ལགས 
 བྱ ུང་བ་ལྟར 						བྱ	ུང་བ་ལྟར 	།_། 	སྒྱུ 	མ 	སྨིག 	bstod tshogs ka_.txt	     བྱ ུང་བ་ལྟར  །_།  སྒྱུ  མ  སྨིག 
 བྱ ུང 						བྱ	ུང 	_།_། 	སྒྱུ་མ་དང་ནི 	སྨིག 	རྒྱུ་དང 	bstod tshogs ka_.txt	     བྱ ུང  _།_།  སྒྱུ་མ་དང་ནི  སྨིག  རྒྱུ་དང 
རྒྱུ་རྐྱེན་ལས  བྱ ུང་བ 	དཔེ་མེད་འགྱུར 	།_། 	ཇི 	ལྟར 	རྒྱུ་རྐྱེན་ལས 	བྱ	ུང་བ 	།_། 	དེ 	དག 	བྱས་པ 	bstod tshogs ka_.txt	དཔེ་མེད་འགྱུར  །_།  ཇི  ལྟར  རྒྱུ་རྐྱེན་ལས  བྱ ུང་བ  །_།  དེ  དག  བྱས་པ 
རྐྱེན་ལས  བྱ ུང་བ་ཀུན 	ཅན་དུ་བཞེད 	།_། 	དེ 	བཞིན 	རྐྱེན་ལས 	བྱ	ུང་བ་ཀུན 	།_། 	མགོན་པོ 	ཁྱོད་ཀྱིས 	དེ་ལྟར་གསུངས 	bstod tshogs ka_.txt	ཅན་དུ་བཞེད  །_།  དེ  བཞིན  རྐྱེན་ལས  བྱ ུང་བ་ཀུན  །_།  མགོན་པོ  ཁྱོད་ཀྱིས  དེ་ལྟར་གསུངས 
།_།  བྱ ིས་པ 					།_། 	བྱ	ིས་པ 	གང་དག་ཅི 	བརྗོད་པ 	།_། 	བགྱིས་པ་ཞེས 	bstod tshogs ka_.txt	    །_།  བྱ ིས་པ  གང་དག་ཅི  བརྗོད་པ  །_།  བགྱིས་པ་ཞེས 
ཚེ  བྱ ས་པ 	ལགས 	རབ་ཏུ་བསྟན 	།_། 	གང 	ཚེ 	བྱ	ས་པ 	-འི 	དངོས 	མ་སྐྱེས 	།_། 	bstod tshogs ka_.txt	ལགས  རབ་ཏུ་བསྟན  །_།  གང  ཚེ  བྱ ས་པ  -འི  དངོས  མ་སྐྱེས  །_། 
 བྱ ུང་བ་ཡི 	དེ 	ཚེ 	ད་ལྟར 			བྱ	ུང་བ་ཡི 	།_ 	གང 	ཞིག་པ 	-ས་ན 	bstod tshogs ka_.txt	དེ  ཚེ  ད་ལྟར    བྱ ུང་བ་ཡི  །_  གང  ཞིག་པ  -ས་ན 
 བྱ ུང 						བྱ	ུང 	_།_། 	མ 	སྐྱེས་པ་ལ 	རང་བཞིན་མེད 	bstod tshogs ka_.txt	     བྱ ུང  _།_།  མ  སྐྱེས་པ་ལ  རང་བཞིན་མེད 
 བྱ ུང 						བྱ	ུང 	_།_། 	རང་བཞིན 	དངོས་པོ 	མེད 	bstod tshogs ka_.txt	     བྱ ུང  _།_།  རང་བཞིན  དངོས་པོ  མེད 
 བྱ ུང་བ་མེད 						བྱ	ུང་བ་མེད 	།_། 	རང 	ཉིད 	ཡོད་ན 	bstod tshogs ka_.txt	     བྱ ུང་བ་མེད  །_།  རང  ཉིད  ཡོད་ན 
 བྱ ུང 						བྱ	ུང 	།_། 	གང 	ཚེ་རིང་ལ 	མི 	bstod tshogs ka_.txt	     བྱ ུང  །_།  གང  ཚེ་རིང་ལ  མི 
།_།  བྱ ིས་པ 	གལ་ཏེ 	ཡང་དག 	མཆིས 	གྱུར་ན 	།_། 	བྱ	ིས་པ 	-ས 	ཡང་དག 	རིག་པ 	-ར་འགྱུར 	bstod tshogs ka_.txt	གལ་ཏེ  ཡང་དག  མཆིས  གྱུར་ན  །_།  བྱ ིས་པ  -ས  ཡང་དག  རིག་པ  -ར་འགྱུར 
 བྱ  བ 						བྱ 	བ 	-འང 	མ 	ལགས་ལ 	།_། 	bstod tshogs ka_.txt	     བྱ  བ  -འང  མ  ལགས་ལ  །_། 
 བྱ ུང་དང 	རྨི་ལམ 	མིག་འཕྲུལ་ལས 				བྱ	ུང་དང 	།_། 	ཟླ་གཉིས་ལ 	སོགས 	མཐོང་བ་བཞིན 	bstod tshogs ka_.txt	རྨི་ལམ  མིག་འཕྲུལ་ལས     བྱ ུང་དང  །_།  ཟླ་གཉིས་ལ  སོགས  མཐོང་བ་བཞིན 
མ  བྱ ུང 	འབྱུང་བ་དེ 	དངོས 	སུ 	།_། 	མ 	བྱ	ུང 	དེ་བཞིན 	ཁྱོད་ཀྱིས་གཟིགས 	།_། 	ཇི 	bstod tshogs ka_.txt	འབྱུང་བ་དེ  དངོས  སུ  །_།  མ  བྱ ུང  དེ་བཞིན  ཁྱོད་ཀྱིས་གཟིགས  །_།  ཇི 
 བྱ ུང་བ 						བྱ	ུང་བ 	མཐོང་བ 	དེ་བཞིན་དུ 	།_། 	དངོས་པོ 	bstod tshogs ka_.txt	     བྱ ུང་བ  མཐོང་བ  དེ་བཞིན་དུ  །_།  དངོས་པོ 
 བྱ ུང་བ་བཞིན 						བྱ	ུང་བ་བཞིན 	།_། 	འཇིག་པ 	-འང 	དེ་བཞིན 	bstod tshogs ka_.txt	     བྱ ུང་བ་བཞིན  །_།  འཇིག་པ  -འང  དེ་བཞིན 
 བྱ ས 						བྱ	ས 	།_། 	དངོས་པོ 	སྟོང་པ 	དེ་བཞིན་དུ 	bstod tshogs ka_.txt	     བྱ ས  །_།  དངོས་པོ  སྟོང་པ  དེ་བཞིན་དུ 
།_།  བྱ ས་པ 					།_། 	བྱ	ས་པ 	ཐམས་ཅད 	དངོས 	སྟོང་གཞན 	།_། 	bstod tshogs ka_.txt	    །_།  བྱ ས་པ  ཐམས་ཅད  དངོས  སྟོང་གཞན  །_། 
།_།  བྱ ེད་པ་པོ་ཡང 	ཁྱོད 	གསུང 	དེ་བཞིན 	བྱེད་པ་པོ 	།_། 	བྱ	ེད་པ་པོ་ཡང 	གཞན་གྱིས་བགྱིས 	།_། 	བྱས་པ 	ཅན་དུ 	bstod tshogs ka_.txt	ཁྱོད  གསུང  དེ་བཞིན  བྱེད་པ་པོ  །_།  བྱ ེད་པ་པོ་ཡང  གཞན་གྱིས་བགྱིས  །_།  བྱས་པ  ཅན་དུ 
།_།  བྱ ེད་པ་པོ 	འགྱུར་བ་ལགས 	།_། 	ཡང་ན་དེ་ཡི 	བྱ་བ་བྱེད 	།_། 	བྱ	ེད་པ་པོ 	-ར་ནི 	ཐལ་བ 	-ར་འགྱུར 	།_། 	bstod tshogs ka_.txt	འགྱུར་བ་ལགས  །_།  ཡང་ན་དེ་ཡི  བྱ་བ་བྱེད  །_།  བྱ ེད་པ་པོ  -ར་ནི  ཐལ་བ  -ར་འགྱུར  །_། 
 བྱ  -འང་མེད 						བྱ 	-འང་མེད 	།_། 	མེད 	མིན 	ཡོད 	bstod tshogs ka_.txt	     བྱ  -འང་མེད  །_།  མེད  མིན  ཡོད 
 བྱ ུང 						བྱ	ུང 	།_། 	དེ་ནི 	སྟོང་པ 	-ར 	bstod tshogs ka_.txt	     བྱ ུང  །_།  དེ་ནི  སྟོང་པ  -ར 
